RECID	HHOLDID	NOJOUR	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	I11	I12	I13	I14	I15	I16	I17	I18	I19	I20	I21	I22	I23	I24	I25	I27	I28	I30	I31	I32	I33	I34	I35
3	2033	14	4	1	1	3	2	1	6	2	17	10	2	2	1	1	1	10	2	9	13	7	1	2	10	2	2	1	7	8	7	8	6	7	1
3	2033	16	5	1	1	3	2	1	6	2	17	10	2	2	1	1	1	10	2	9	13	7	1	2	10	2	2	1	7	8	7	9	9	7	7
3	2034	14	1	1	1	1	1	1	10	13	28	7	1	2	2	1	1	8	4	9	13	2	1	1	8	1	2	1	7	8	7	8	9	1	4
3	2034	12	2	1	1	2	1	2	7	1	28	12	2	1	1	1	1	10	2	9	13	7	1	1	6	1	2	2	7	8	6	7	4	6	4
3	2034	12	3	1	1	3	2	1	9	5	29	7	1	2	1	1	1	10	2	9	13	7	1	1	7	1	2	1	7	8	6	7	5	7	4
3	2034	2	4	1	1	3	2	5	18	1	16	5	1	2	1	1	1	10	2	9	13	7	1	1	8	1	2	1	7	8	2	2	2	2	4
3	2035	0	1	1	1	1	2	4	18	1	30	13	2	1	1	1	1	10	2	9	13	7	1	3	8	3	7	8	7	8	1	1	1	1	1
3	2036	0	1	3	2	1	1	6	18	13	32	9	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2036	0	2	3	1	2	1	4	18	13	30	13	2	1	2	1	1	8	4	9	13	2	1	2	10	2	7	8	7	8	15	14	14	14	15
3	2036	0	3	3	2	3	2	6	18	13	27	7	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2037	19	1	1	1	1	1	1	9	8	27	7	1	2	2	1	1	8	4	9	13	2	1	3	13	3	7	8	7	8	8	10	13	6	10
3	2037	31	2	1	1	2	1	1	6	4	27	12	2	1	2	1	1	4	4	9	13	2	1	3	8	3	7	8	7	8	10	12	10	6	4
3	2037	20	3	1	3	4	2	7	19	14	13	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2037	10	4	1	3	4	2	7	19	14	10	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	4	1	1
3	2038	23	1	1	1	1	1	1	6	8	27	7	1	2	2	3	3	8	4	9	13	2	1	4	9	4	7	8	7	8	9	11	11	1	7
3	2038	14	2	1	1	2	1	4	18	1	25	11	2	1	1	1	1	10	2	9	13	7	1	4	10	4	3	2	7	8	6	7	9	1	2
3	2038	0	3	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2039	4	1	1	1	1	1	3	18	1	32	9	1	2	1	1	1	10	1	4	10	7	1	5	13	5	2	2	7	8	3	3	2	2	1
3	2039	6	2	1	1	2	1	4	18	1	31	14	2	1	1	1	1	10	2	9	13	7	1	4	13	4	4	2	7	8	3	3	2	2	1
3	2039	17	3	1	1	3	2	1	10	4	28	7	1	2	1	1	1	10	2	9	13	7	1	3	8	3	2	2	1	8	8	9	5	8	2
3	2040	2	1	1	1	1	1	3	18	1	32	9	1	2	1	1	1	10	2	9	13	7	1	2	5	2	4	2	1	8	2	4	6	6	1
3	2040	10	2	1	1	2	1	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	5	2	4	5	1	8	5	6	8	4	1
3	2041	37	1	1	1	1	1	1	8	7	29	7	1	2	2	2	2	8	4	9	13	1	1	2	5	2	2	3	7	8	11	13	8	1	4
3	2041	22	2	1	1	2	1	4	18	1	30	13	2	1	1	1	1	10	2	9	13	7	1	1	8	1	3	3	2	1	9	10	6	4	5
3	2042	4	1	1	1	1	2	3	5	1	32	14	2	1	1	1	1	10	2	9	13	7	1	4	8	4	2	2	7	8	3	3	2	14	1
3	2043	23	1	1	1	1	1	1	9	7	27	7	1	2	2	1	1	8	4	9	13	2	1	3	6	3	4	2	1	8	9	11	11	1	8
3	2043	29	2	1	1	2	1	2	6	2	27	12	2	1	2	1	1	3	4	9	13	2	1	4	8	4	4	4	7	8	10	12	4	1	5
3	2043	15	3	1	3	4	2	7	19	14	8	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	9	4	1	4
3	2043	15	4	1	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	9	4	1	4
3	2044	26	1	1	1	1	1	1	10	4	29	7	1	2	1	2	1	8	4	9	13	3	1	1	6	1	3	3	7	8	9	10	9	1	5
3	2044	6	2	1	1	2	1	4	18	1	30	13	2	1	1	1	1	10	2	9	13	7	1	2	4	2	6	3	7	8	4	4	3	2	1
3	2045	18	1	1	1	1	1	1	1	8	28	7	1	2	2	2	2	8	4	9	13	1	1	2	4	2	7	8	2	3	8	9	7	1	4
3	2045	28	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	1	6	1	2	3	2	2	10	12	7	9	6
3	2045	12	3	1	3	4	2	7	19	14	9	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	6	14	4
3	2045	6	4	1	3	4	2	7	19	14	6	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	5	2	1
3	2046	8	1	1	1	1	2	3	18	13	32	14	2	1	1	1	1	10	2	9	13	7	1	3	13	3	6	3	7	8	4	4	2	2	1
3	2047	12	1	1	1	1	2	3	6	3	32	9	1	1	1	1	1	10	1	2	3	7	1	2	6	2	4	3	7	8	15	14	14	14	15
3	2048	20	1	1	1	1	2	3	5	2	31	9	1	1	2	2	2	8	4	9	13	1	1	2	8	2	4	4	1	8	8	10	8	8	11
3	2049	0	1	3	1	1	1	1	4	10	27	7	1	2	2	1	2	8	4	9	13	2	1	1	8	1	4	3	5	8	15	14	14	14	15
3	2049	0	2	3	1	2	1	4	18	1	27	12	2	1	2	1	2	6	4	9	13	2	1	2	13	2	7	8	3	2	15	14	14	14	15
3	2049	0	3	3	3	4	2	7	19	14	3	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2049	0	4	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2050	4	1	1	1	1	1	1	5	10	29	7	1	2	2	1	2	8	4	9	13	2	1	1	8	1	1	8	1	8	3	3	2	1	3
3	2050	8	2	1	1	2	1	4	18	1	28	12	2	1	2	1	2	8	4	9	13	2	1	1	6	1	1	8	7	8	5	5	3	1	1
3	2050	0	3	1	3	4	2	7	19	14	4	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	2050	0	4	1	3	4	2	7	19	14	3	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	2050	0	5	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2051	0	1	3	2	1	1	6	18	13	23	6	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2051	0	2	3	1	2	1	1	6	3	20	10	2	1	2	1	2	5	4	9	13	2	1	3	3	3	7	8	1	8	15	14	14	14	15
3	2052	10	1	1	1	1	1	1	10	5	26	6	1	2	1	1	1	10	2	9	13	7	1	3	3	3	7	8	2	1	4	4	2	1	1
3	2052	12	2	1	1	2	1	2	5	3	24	11	2	1	1	1	1	10	2	9	13	7	1	8	3	3	7	8	2	1	5	5	2	1	1
3	2052	8	3	1	3	4	2	7	19	14	5	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	2	3	1
3	2052	32	4	1	1	3	2	5	10	1	16	5	1	2	1	1	1	10	2	9	13	7	1	2	2	2	3	3	1	8	10	12	5	1	8
3	2053	30	1	1	1	1	1	1	1	8	29	7	1	2	2	1	2	8	4	9	13	2	1	1	2	1	4	2	7	8	10	12	9	1	8
3	2053	16	2	1	1	2	1	1	6	4	28	12	2	1	2	1	2	8	4	9	13	2	1	1	2	1	3	4	7	8	7	9	8	1	7
3	2054	10	1	1	1	1	2	4	18	1	28	12	2	1	2	2	2	8	4	9	13	1	1	3	7	3	1	8	7	8	5	5	3	1	1
3	2054	18	2	1	1	3	2	1	5	3	19	10	2	2	2	1	2	2	4	9	13	2	1	3	7	3	1	8	7	8	7	9	7	8	1
3	2054	12	3	1	3	4	2	7	19	14	15	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	4	1	1
3	2054	8	4	1	3	4	2	7	19	14	12	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	2	1	1
3	2055	46	1	1	1	1	1	1	2	8	27	7	1	2	2	1	2	8	4	9	13	2	1	2	1	1	2	3	1	8	12	13	7	4	2
3	2055	29	2	1	1	2	1	1	2	1	27	12	2	1	2	1	2	8	4	9	13	2	1	1	1	1	2	2	1	8	10	12	7	6	3
3	2055	10	3	1	3	4	2	7	19	14	9	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	5	5	4	2	1
3	2055	15	4	1	3	4	2	7	19	14	7	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	4	2	1
3	2055	10	5	1	3	4	2	7	19	14	5	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	4	2	1
3	2055	0	6	4	3	4	2	7	19	14	2	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2056	27	1	1	1	1	1	1	8	9	28	7	1	2	2	2	2	8	4	9	13	1	1	2	2	2	7	8	1	8	10	12	9	1	5
3	2056	3	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	2	2	2	1	8	1	8	3	3	8	1	1
3	2056	3	3	1	3	4	2	7	19	14	5	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	8	1	1
3	2057	0	1	3	1	1	2	1	2	13	29	12	2	2	1	1	1	10	2	9	13	7	1	2	3	2	1	8	1	8	15	14	14	14	15
3	2057	0	2	3	1	3	2	4	18	13	30	13	2	1	1	1	1	10	2	9	13	7	1	2	3	2	1	8	1	8	15	14	14	14	15
3	2058	0	1	3	2	1	1	6	18	13	27	7	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2058	0	2	3	2	2	1	6	18	13	27	12	2	1	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2058	0	3	3	3	4	2	7	19	14	11	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2058	0	4	3	3	4	2	7	19	14	10	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2058	0	5	3	3	4	2	7	19	14	6	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2058	0	6	3	3	4	2	7	19	14	5	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2058	0	7	3	3	4	2	7	19	14	12	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2059	39	1	1	1	1	2	1	5	8	28	12	2	1	2	1	1	8	4	9	13	2	1	2	4	2	7	8	7	8	11	13	10	1	7
3	2059	26	2	1	3	4	2	7	19	14	12	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	9	12	9	4	4
3	2060	0	1	3	2	1	1	6	18	13	29	7	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2060	0	2	3	1	2	1	1	10	2	28	12	2	1	2	1	1	8	4	9	13	2	1	2	14	2	1	8	5	8	15	14	14	14	15
3	2061	0	1	3	1	1	2	1	10	2	28	12	2	1	1	1	1	10	2	9	13	7	1	1	14	1	1	8	5	8	15	14	14	14	15
3	2061	0	2	3	2	3	2	6	18	13	27	7	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2062	16	1	1	1	1	1	1	10	4	28	7	1	2	1	1	1	10	2	9	13	7	1	3	8	3	1	8	3	2	7	9	7	1	5
3	2062	20	2	1	1	2	1	1	10	2	28	12	2	1	2	1	1	8	4	9	13	2	1	3	8	3	7	8	7	8	8	9	8	1	5
3	2062	31	3	1	1	3	2	1	9	4	23	6	1	2	2	1	1	8	4	9	13	2	1	3	8	3	7	8	7	8	10	12	11	1	11
3	2063	19	1	1	1	1	2	1	10	2	29	12	2	1	1	1	1	10	2	9	13	7	1	2	5	2	2	1	7	8	8	11	7	8	6
3	2064	10	1	1	1	1	1	3	10	2	31	9	1	2	1	1	1	10	2	9	13	7	1	3	6	3	1	8	1	8	6	6	3	6	1
3	2064	2	2	1	1	2	1	4	18	1	31	14	2	1	1	1	1	10	2	9	13	7	1	4	6	4	1	8	1	8	2	2	2	2	3
3	2065	16	1	1	1	1	1	1	10	4	27	7	1	2	1	1	1	10	2	9	13	7	1	2	6	2	1	8	7	8	7	8	5	6	2
3	2065	16	2	1	1	2	1	1	10	3	27	12	2	1	1	1	1	10	2	9	13	7	1	2	6	2	2	2	7	8	7	9	3	6	2
3	2066	10	1	1	1	1	2	3	10	1	32	9	1	1	1	1	1	10	2	9	13	7	1	3	8	3	2	1	7	8	6	6	3	2	4
3	2067	0	1	3	2	1	1	6	18	13	32	9	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2067	0	2	3	2	2	1	6	18	13	32	14	2	1	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2067	0	3	3	1	3	2	1	9	13	28	7	1	2	2	1	1	8	4	9	13	2	1	1	1	1	2	2	7	8	15	14	14	14	15
3	2068	16	1	1	1	1	2	2	11	1	29	12	2	1	1	1	1	10	2	9	13	7	1	2	2	2	2	1	1	8	7	9	7	7	3
3	2068	0	2	3	2	3	2	6	18	13	20	5	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2069	14	1	1	1	1	1	1	10	3	30	8	1	2	1	1	1	10	1	2	2	7	1	4	4	4	3	3	7	8	6	7	4	2	4
3	2069	10	2	1	1	2	1	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	3	8	3	4	2	2	1	4	4	3	2	1
3	2070	6	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	3	4	3	1	8	1	8	4	4	2	1	1
3	2071	0	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	5	13	5	3	3	7	8	1	1	1	1	1
3	2072	0	1	3	2	1	1	6	18	13	32	9	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2072	0	2	3	1	2	1	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	4	2	2	2	7	8	15	14	14	14	15
3	2073	1	1	1	1	1	1	1	10	4	27	7	1	2	3	1	3	1	4	9	13	4	1	3	6	3	4	3	1	8	2	2	2	1	1
3	2073	8	2	1	1	2	1	4	18	1	26	11	2	1	1	1	1	10	2	9	13	7	1	3	8	3	3	2	1	8	4	4	3	1	3
3	2073	0	3	1	3	4	2	7	19	14	9	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	2073	0	4	1	3	4	2	7	19	14	6	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	2074	8	1	1	1	1	1	1	10	5	27	7	1	2	2	1	2	8	4	9	13	2	1	1	8	1	4	3	7	8	5	5	7	1	1
3	2074	6	2	1	1	2	1	4	18	1	26	11	2	1	1	1	1	10	2	9	13	7	1	1	8	1	4	3	1	8	4	4	7	2	1
3	2074	2	3	1	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	2	2	7	1	1
3	2074	0	4	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2075	15	1	1	1	1	1	1	9	8	27	7	1	2	2	1	1	8	4	9	13	2	1	2	7	2	2	4	7	8	7	9	5	2	2
3	2075	4	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	2	7	2	3	2	7	8	3	3	3	3	1
3	2075	0	3	1	3	4	2	7	19	14	8	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	2075	0	4	1	3	4	2	7	19	14	3	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	2076	18	1	1	1	1	1	1	4	9	28	7	1	2	2	1	1	8	4	9	13	2	1	2	9	2	4	3	1	8	8	9	7	1	5
3	2076	10	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	2	9	2	4	3	1	8	5	5	5	2	1
3	2076	12	3	1	3	4	2	7	19	14	9	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	5	5	5	2	1
3	2077	2	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	5	12	5	1	8	7	8	2	2	2	2	1
3	2078	12	1	1	1	1	1	1	11	2	31	9	1	2	1	1	1	10	2	9	13	7	1	3	10	3	7	8	7	8	6	7	6	14	4
3	2078	6	2	1	1	2	1	4	18	1	31	14	2	1	1	1	1	10	2	9	13	7	1	3	10	3	7	8	7	8	4	4	4	14	4
3	2079	23	1	1	1	1	1	1	5	9	29	7	1	2	2	2	2	8	4	9	13	1	1	1	5	1	4	5	1	8	9	10	5	1	1
3	2079	21	2	1	1	2	1	1	5	9	28	12	2	1	2	1	2	8	4	9	13	2	1	1	8	1	3	5	2	1	9	10	6	1	3
3	2079	26	3	1	1	3	2	5	18	1	19	10	2	2	1	1	1	10	3	9	13	7	1	1	6	1	2	4	7	8	9	11	9	8	6
3	2079	23	4	1	3	4	2	7	19	14	15	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	9	11	6	3	8
3	2079	12	5	1	3	4	2	7	19	14	14	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	8	2	1
3	2080	0	1	1	1	1	1	5	18	1	29	7	1	2	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	1	1	1	1	1
3	2080	10	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	2	10	2	1	8	1	8	6	7	7	8	4
3	2080	14	3	1	1	3	2	1	9	5	28	7	1	2	2	1	2	8	4	9	13	2	1	1	10	1	1	8	5	8	6	7	6	7	4
3	2080	6	4	1	1	3	2	5	18	1	16	10	2	2	1	1	1	10	2	9	13	7	1	1	8	1	1	8	1	8	4	5	4	6	1
3	2081	0	1	3	1	1	1	1	6	5	22	6	1	2	2	1	2	7	4	9	13	2	1	2	2	2	7	8	2	4	15	14	14	14	15
3	2081	0	2	3	1	2	1	4	18	1	21	11	2	1	2	1	2	2	4	9	13	2	1	2	2	2	2	1	1	8	15	14	14	14	15
3	2081	0	3	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2082	0	1	3	1	1	1	1	10	13	28	7	1	2	2	1	1	8	4	9	13	2	1	2	7	2	7	8	1	8	15	14	14	14	15
3	2082	0	2	3	1	2	1	2	7	1	28	12	2	1	1	1	1	10	2	9	13	7	1	2	7	2	2	2	7	8	15	14	14	14	15
3	2083	0	1	3	1	1	1	1	9	5	28	7	1	2	2	2	2	8	4	9	13	1	1	1	10	1	4	4	7	8	15	14	14	14	15
3	2083	0	2	3	1	2	1	4	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	1	10	1	4	4	7	8	15	14	14	14	15
3	2084	0	1	3	1	1	2	1	10	1	29	7	1	1	1	1	1	10	2	9	13	7	1	3	5	3	4	2	7	8	15	14	14	14	15
3	2084	0	2	3	2	3	2	6	18	13	21	6	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2085	0	1	3	1	1	1	1	2	13	29	7	1	2	2	1	2	8	4	9	13	2	1	2	6	2	4	2	1	8	15	14	14	14	15
3	2085	0	2	3	1	2	1	1	6	13	29	12	2	1	2	1	2	8	4	9	13	2	1	2	6	2	4	2	1	8	15	14	14	14	15
3	2086	0	1	3	1	1	2	1	10	13	27	12	2	1	1	1	1	10	2	9	13	7	1	3	13	3	4	4	1	8	15	14	14	14	15
3	2086	0	2	3	3	4	2	7	19	14	10	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2087	0	1	3	1	1	1	1	2	13	28	7	1	2	2	1	1	8	4	9	13	2	1	4	13	4	7	8	7	8	15	14	14	14	15
3	2087	0	2	3	1	2	1	4	18	13	28	12	2	1	2	1	1	8	4	9	13	2	1	5	13	5	7	8	7	8	15	14	14	14	15
3	2087	0	3	3	1	3	2	1	15	13	19	10	2	2	3	1	1	1	4	9	13	4	1	5	13	5	7	8	7	8	15	14	14	14	15
3	2087	0	4	3	1	3	2	1	9	13	16	5	1	2	1	1	1	10	2	9	13	7	1	4	12	4	7	8	7	8	15	14	14	14	15
3	2087	0	5	3	3	4	2	7	19	14	13	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2087	0	6	3	3	4	2	7	19	14	10	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2087	0	7	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2088	0	1	3	1	1	2	1	6	7	27	7	1	1	2	1	1	7	4	9	13	2	1	1	6	1	1	8	1	8	15	14	14	14	15
3	2089	0	1	3	2	1	1	6	18	13	26	6	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2089	0	2	3	1	2	1	4	18	13	25	11	2	1	1	1	1	10	2	9	13	7	1	1	6	1	2	5	7	8	15	14	14	14	15
3	2089	0	3	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2090	0	1	3	1	1	1	1	9	6	28	7	1	2	2	2	2	8	4	9	13	1	1	4	10	4	6	5	7	8	15	14	14	14	15
3	2090	0	2	3	1	2	1	2	7	1	27	12	2	1	1	1	1	10	2	9	13	7	1	2	6	2	3	4	7	8	15	14	14	14	15
3	2090	0	3	3	3	4	2	7	19	14	12	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2090	0	4	3	3	4	2	7	19	14	8	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2091	20	1	1	1	1	1	1	12	8	29	7	1	2	2	2	2	8	4	9	13	1	1	3	8	3	7	8	7	8	8	10	10	1	15
3	2091	10	2	1	1	2	1	1	2	1	29	12	2	1	1	1	1	10	2	9	13	7	1	3	7	3	3	3	7	8	5	5	5	1	3
3	2092	0	1	3	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	8	2	7	8	7	8	15	14	14	14	15
3	2093	0	1	3	2	1	1	6	18	13	28	7	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2093	0	2	3	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	3	10	3	2	3	7	8	15	14	14	14	15
3	2093	0	3	3	2	3	2	6	18	13	19	5	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2093	0	4	3	1	3	2	1	6	1	17	10	2	2	1	1	1	10	2	9	13	7	1	3	10	3	2	2	7	8	15	14	14	14	15
3	2093	0	5	3	3	4	2	7	19	14	12	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2094	0	1	3	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	4	13	4	3	4	7	8	15	14	14	14	15
3	2095	16	1	1	1	1	1	1	18	8	27	7	1	2	2	2	2	8	4	9	13	1	1	3	4	3	3	2	3	2	7	11	13	1	12
3	2095	22	2	1	1	2	1	2	6	1	27	12	2	1	3	1	1	1	4	9	13	4	1	3	7	3	4	2	6	1	8	10	10	1	2
3	2095	16	3	2	3	4	2	7	19	14	10	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2095	16	4	1	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	8	10	1	1
3	2096	52	1	1	1	1	1	1	9	4	26	6	1	2	2	1	1	6	4	9	13	2	1	2	6	2	7	8	1	8	13	13	9	1	3
3	2096	12	2	1	1	2	1	4	18	1	26	11	2	1	1	1	1	10	2	9	13	7	1	2	10	2	2	2	7	8	6	6	3	1	6
3	2096	10	3	1	3	4	2	7	19	14	5	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	3	1	5
3	2096	0	4	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	2097	14	1	1	1	1	2	4	18	5	32	14	2	1	2	1	2	8	4	9	13	2	1	9	11	7	5	8	7	8	7	8	8	1	4
3	2097	46	2	1	1	3	2	1	2	4	27	12	2	2	2	1	2	8	4	9	13	2	1	6	9	6	5	8	1	8	15	14	14	14	15
3	2098	2	1	1	1	1	1	5	4	13	28	7	1	1	5	5	5	8	4	9	13	8	1	3	8	3	1	8	7	8	2	2	2	2	1
3	2099	0	1	1	1	1	1	3	6	2	32	9	1	2	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	1	1	1	1	1
3	2099	2	2	1	1	2	1	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	3	13	8	1	8	7	8	2	2	2	2	1
3	2100	10	1	1	1	1	2	2	11	2	30	13	2	1	1	1	1	10	2	9	13	7	1	3	8	3	2	2	1	8	5	5	3	6	1
3	2100	2	2	1	1	3	2	5	11	1	27	7	1	2	1	1	1	10	2	9	13	7	1	2	10	2	4	2	1	8	2	2	2	2	1
3	2101	12	1	1	1	1	2	2	1	6	31	14	2	1	1	1	1	10	2	9	13	7	1	2	6	2	3	2	7	8	6	6	10	6	1
3	2102	10	1	1	1	1	2	4	18	2	32	14	2	1	1	1	1	10	2	9	13	7	1	2	8	2	1	8	5	8	6	6	7	4	1
3	2103	12	1	1	1	1	1	1	9	4	30	8	1	2	2	2	2	8	4	9	13	1	1	2	8	2	3	2	7	8	6	7	13	1	1
3	2103	10	2	1	1	2	1	4	18	13	30	13	2	1	1	1	1	10	2	9	13	7	1	3	10	3	3	2	7	8	3	3	10	1	1
3	2104	0	1	3	2	1	1	6	18	13	29	7	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2104	0	2	3	1	2	1	2	11	1	30	13	2	1	1	1	1	10	2	9	13	7	1	2	13	2	1	8	7	8	15	14	14	14	15
3	2104	0	3	3	2	3	2	6	18	13	27	7	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	2104	0	4	3	1	3	2	1	6	2	26	11	2	2	1	1	1	10	2	9	13	7	1	2	13	2	2	2	7	8	15	14	14	14	15
