RECID	HHOLDID	NOJOUR	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	I11	I12	I13	I14	I15	I16	I17	I18	I19	I20	I21	I22	I23	I24	I25	I27	I28	I30	I31	I32	I33	I34	I35
3	1	24	1	1	1	1	1	1	12	13	27	7	1	2	2	2	2	8	4	9	13	1	1	3	5	3	7	8	7	8	9	10	13	1	8
3	1	5	2	1	1	2	1	4	18	13	27	12	2	1	2	2	2	3	4	9	13	1	1	3	7	3	2	4	3	3	3	3	12	1	1
3	1	7	3	1	3	4	2	7	19	14	9	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	12	1	4
3	1	7	4	1	3	4	2	7	19	14	6	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	12	1	4
3	1	7	5	1	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	12	1	4
3	2	0	1	3	1	1	2	2	11	13	31	14	2	1	1	1	1	10	2	9	13	7	1	3	6	3	2	2	7	8	15	14	14	14	15
3	3	8	1	1	1	1	2	3	18	1	30	13	2	1	1	1	1	10	2	9	13	7	1	3	6	3	2	2	7	8	5	5	4	3	6
3	4	0	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	11	2	4	4	7	8	1	1	1	1	1
3	5	20	1	1	1	1	1	1	9	6	28	7	1	2	2	1	1	8	4	9	13	2	1	3	11	3	3	3	7	8	15	14	14	14	15
3	5	16	2	1	1	2	1	4	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	3	11	3	4	3	7	8	7	9	9	3	5
3	5	18	3	1	1	3	2	1	5	1	18	10	2	2	1	1	1	10	2	9	13	7	1	4	13	4	3	3	7	8	8	10	9	10	9
3	6	15	1	1	1	1	2	4	18	1	31	14	2	1	2	2	2	8	4	9	13	1	1	3	8	3	2	2	1	8	7	9	10	1	4
3	7	18	1	1	1	1	1	1	5	8	28	7	1	2	2	1	2	8	4	9	13	2	1	3	6	3	1	8	1	8	8	10	9	8	4
3	7	0	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	3	6	3	1	8	1	8	1	1	1	1	1
3	7	14	3	1	3	4	2	7	19	14	10	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	9	9	6	1
3	8	14	1	1	1	1	1	1	9	4	30	8	1	2	2	1	2	8	4	9	13	2	1	3	8	3	7	8	7	8	7	8	5	1	3
3	8	6	2	1	1	2	1	4	18	1	29	12	2	1	2	1	1	8	4	9	13	2	1	3	8	3	7	8	7	8	4	4	4	1	3
3	8	31	3	1	1	3	2	1	9	6	23	6	1	2	2	1	1	8	4	9	13	2	1	3	8	3	7	8	7	8	10	12	11	1	5
3	8	22	4	1	1	3	2	1	6	3	19	10	2	2	2	1	1	5	4	9	13	2	1	3	8	3	7	8	7	8	9	10	9	1	3
3	9	0	1	3	1	1	1	1	10	6	23	6	1	2	2	2	2	5	4	9	13	1	1	3	5	3	7	8	7	8	15	14	14	14	15
3	9	32	2	1	1	2	1	2	7	3	23	11	2	1	2	2	2	8	4	9	13	1	1	2	4	2	3	2	1	8	10	12	10	1	9
3	10	12	1	1	1	1	1	1	10	5	27	7	1	2	1	1	1	10	2	9	13	7	1	4	6	4	3	2	7	8	6	7	6	3	5
3	10	5	2	1	1	2	1	4	18	1	26	11	2	1	1	1	1	10	2	9	13	7	1	6	6	6	3	3	7	8	4	4	4	5	5
3	10	8	3	1	3	4	2	7	19	14	5	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	5	5	3	2	2
3	10	5	4	1	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	4	3	5
3	10	0	5	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	11	0	1	1	1	1	2	5	18	2	29	7	1	2	2	1	1	8	4	9	13	2	1	6	13	6	7	8	7	8	1	1	1	1	1
3	11	4	2	1	1	3	2	4	18	2	32	14	2	1	2	1	1	8	4	9	13	2	1	6	13	6	7	8	7	8	3	3	3	1	1
3	12	10	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	1	5	11	7	1	1	8	1	4	4	7	8	6	6	7	11	1
3	13	2	1	1	1	1	1	1	13	5	28	7	1	2	2	1	1	8	4	9	13	2	1	1	14	1	1	8	5	8	2	2	3	1	1
3	13	0	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	1	14	1	2	2	5	8	1	1	1	1	1
3	13	0	3	1	3	4	2	7	19	14	13	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	13	2	4	1	3	4	2	7	19	14	10	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	2	2	3	1	1
3	13	0	5	1	3	4	2	7	19	14	7	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	14	0	1	1	1	1	1	3	18	1	32	9	1	2	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	1	1	1	1	1
3	14	0	2	1	1	2	1	3	18	1	32	14	2	1	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	1	1	1	1	1
3	15	12	1	2	1	1	1	1	4	8	26	6	1	2	2	3	1	8	4	9	13	2	1	1	14	1	1	8	5	8	15	14	14	14	15
3	15	7	2	2	1	2	1	4	18	1	26	11	2	1	2	1	2	8	4	9	13	2	1	3	14	3	1	8	5	8	15	14	14	14	15
3	15	4	3	2	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	15	0	4	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	16	0	1	3	1	1	1	1	13	13	28	7	1	2	2	1	2	8	4	9	13	2	1	7	14	7	7	8	5	8	15	14	14	14	15
3	16	0	2	3	1	2	1	4	18	13	28	12	2	1	2	2	1	8	4	9	13	1	1	6	14	6	5	8	5	8	15	14	14	14	15
3	16	0	3	3	3	4	2	7	19	14	15	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	17	41	1	1	1	1	1	1	1	4	28	7	1	2	2	1	1	8	4	9	13	2	1	4	14	4	7	8	5	8	12	13	11	1	6
3	17	5	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	4	14	4	2	3	5	8	2	2	2	1	1
3	17	3	3	1	3	4	2	7	19	14	4	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	17	0	4	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	18	1	1	1	1	1	1	3	18	13	32	9	1	2	2	1	1	8	4	9	13	2	1	3	14	3	1	8	5	8	2	2	1	1	1
3	18	0	2	1	1	2	1	2	11	1	32	14	2	1	1	1	1	10	2	9	13	7	1	3	14	3	1	8	5	8	1	1	1	1	1
3	19	0	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	14	2	1	8	5	8	1	1	1	1	1
3	20	2	1	1	1	1	2	1	6	3	29	12	2	1	2	1	1	8	4	9	13	2	1	3	14	3	1	8	5	8	1	1	1	1	1
3	20	0	2	3	2	3	2	6	18	13	21	6	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	21	0	1	3	2	1	1	6	18	13	29	7	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	21	8	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	3	14	3	2	2	5	8	4	4	10	1	3
3	21	4	3	1	1	3	2	5	18	1	16	5	1	2	1	1	1	10	2	9	13	7	1	3	14	3	1	8	5	8	1	1	1	1	1
3	22	2	1	1	1	1	2	5	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	2	13	2	1	8	7	8	1	1	1	1	1
3	23	29	1	1	1	1	1	1	4	9	28	7	1	2	4	1	1	8	4	9	13	2	1	2	13	2	7	8	7	8	15	14	14	14	15
3	23	14	2	1	1	2	1	4	18	1	27	12	2	1	4	1	1	8	4	9	13	2	1	1	13	1	7	8	7	8	7	8	7	1	3
3	23	10	3	1	3	4	2	7	19	14	15	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	6	2	4
3	23	0	4	1	3	4	2	7	19	14	9	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	23	2	5	1	3	4	2	7	19	14	7	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	2	2	2	1	1
3	23	2	6	1	3	4	2	7	19	14	4	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	2	2	2	1	1
3	24	14	1	1	1	1	1	1	1	9	27	7	1	2	2	2	1	8	4	9	13	1	1	1	4	1	7	8	7	8	6	7	12	1	8
3	24	9	2	1	1	2	1	4	18	1	26	11	2	1	2	5	5	8	4	9	13	8	1	1	6	1	3	2	7	8	6	6	2	1	3
3	24	4	3	1	3	4	2	7	19	14	5	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	24	6	4	1	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	2	1	3
3	24	0	5	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	25	10	1	1	1	1	1	1	9	6	28	7	1	2	1	1	1	10	2	9	13	7	1	1	8	1	1	8	7	8	5	5	6	6	1
3	25	10	2	1	1	2	1	4	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	1	8	1	1	8	7	8	4	4	6	6	1
3	26	0	1	1	1	1	2	3	18	1	32	15	3	1	1	1	1	10	2	9	13	7	1	3	3	3	2	1	7	8	1	1	1	1	1
3	27	0	1	1	1	1	1	3	18	1	32	9	1	2	2	2	2	8	4	9	13	1	1	2	8	2	1	8	7	8	1	1	1	1	1
3	27	0	2	1	1	2	1	3	18	1	31	14	2	1	1	1	1	10	2	9	13	7	1	2	8	2	1	8	7	8	1	1	1	1	1
3	28	10	1	1	1	1	1	1	12	5	31	9	1	2	1	1	1	10	2	9	13	7	1	3	8	3	1	8	4	3	6	6	10	1	1
3	28	4	2	1	1	2	1	1	9	2	30	13	2	1	1	1	1	10	2	9	13	7	1	3	8	3	1	8	7	8	3	3	2	2	1
3	29	16	1	1	1	1	2	3	18	1	30	13	2	1	2	1	1	8	4	9	13	2	1	1	13	1	1	8	1	8	7	9	7	6	5
3	30	12	1	1	1	1	2	4	18	4	27	12	2	1	1	1	1	10	2	9	13	7	1	2	8	2	1	8	7	8	6	6	5	5	3
3	30	4	2	1	3	4	2	7	19	14	15	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	4	2	2	3
3	30	2	3	1	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	2	2	2	2	1
3	30	10	4	1	3	4	2	7	19	14	14	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	5	5	3	2	6
3	30	12	5	1	3	4	2	7	19	14	12	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	3	2	6
3	31	0	1	3	2	1	1	6	18	13	27	7	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	31	24	2	1	1	2	1	2	7	1	27	12	2	1	2	1	1	6	4	9	13	2	1	3	12	3	7	8	7	8	9	11	9	1	8
3	31	23	3	1	3	4	2	7	19	14	5	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	31	24	4	1	3	4	2	7	19	14	7	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	9	11	9	1	8
3	32	0	1	3	1	1	1	1	9	4	29	7	1	2	2	1	1	8	4	9	13	2	1	1	10	1	1	8	7	8	15	14	14	14	15
3	32	0	2	3	1	2	1	1	7	2	29	12	2	1	1	1	1	10	2	9	13	7	1	1	13	1	1	8	1	8	15	14	14	14	15
3	33	6	1	1	1	1	2	3	18	2	32	14	2	1	1	1	1	10	2	9	13	7	1	5	13	5	1	8	7	8	4	4	3	2	1
3	34	12	1	1	1	1	1	1	9	4	23	6	1	2	1	1	1	10	2	9	13	7	1	2	8	2	2	2	7	8	6	7	9	8	6
3	34	2	2	1	1	2	1	4	18	1	23	11	2	1	1	1	1	10	2	9	13	7	1	2	6	2	1	8	7	8	1	1	1	1	1
3	34	0	3	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	34	0	4	4	3	4	2	7	19	14	2	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	35	18	1	1	1	1	1	2	2	3	32	9	1	2	2	2	2	8	4	9	13	1	1	5	12	5	7	8	1	8	8	9	7	1	8
3	35	14	2	1	1	2	1	3	18	2	31	14	2	1	2	1	1	8	4	9	13	2	1	6	12	6	7	8	1	8	7	8	5	1	3
3	36	35	1	1	1	1	1	1	6	8	28	7	1	2	2	1	1	8	4	9	13	2	1	3	10	3	4	5	5	8	11	13	13	1	11
3	36	16	2	1	1	2	1	1	6	2	28	12	2	1	1	1	1	10	2	9	13	7	1	3	10	3	4	4	5	8	7	9	5	1	15
3	36	19	3	1	1	3	2	5	18	1	16	5	1	2	1	1	1	10	2	9	13	7	1	2	10	2	2	3	5	8	8	10	6	3	5
3	36	28	4	1	3	4	2	7	19	14	14	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	10	12	9	1	9
3	36	11	5	1	3	4	2	7	19	14	11	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	4	6	6
3	37	20	1	1	1	1	2	3	18	2	32	14	2	1	1	1	1	10	2	9	13	7	1	3	14	3	7	8	5	8	7	8	6	1	6
3	38	0	1	1	1	1	2	3	18	8	32	9	1	1	1	1	1	10	1	3	5	7	1	5	14	5	7	8	5	8	1	1	1	1	1
3	39	18	1	2	1	1	1	3	18	13	32	9	1	2	5	5	5	10	4	9	13	8	1	4	14	4	7	8	5	8	15	14	14	14	15
3	39	18	2	2	1	2	1	3	18	13	32	14	2	1	1	1	1	10	2	9	13	7	1	4	14	4	1	8	5	8	15	14	14	14	15
3	40	13	1	1	1	1	2	3	18	2	32	9	1	1	1	1	1	10	2	9	13	7	1	1	14	1	1	8	5	8	7	9	10	7	6
3	41	17	1	1	1	1	1	1	10	6	27	7	1	2	2	2	2	8	4	9	13	1	1	3	6	3	7	8	7	8	8	9	11	1	6
3	41	0	2	1	1	2	1	4	18	1	26	11	2	1	1	1	1	10	2	9	13	7	1	3	12	3	7	8	5	8	1	1	1	1	1
3	41	2	3	1	3	4	2	7	19	14	7	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	41	2	4	1	3	4	2	7	19	14	6	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	41	2	5	1	3	4	2	7	19	14	4	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	41	0	6	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	41	0	7	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	42	16	1	1	1	1	1	3	18	5	32	9	1	2	1	1	1	10	2	9	13	7	1	3	14	3	7	8	5	8	7	9	5	1	10
3	42	2	2	2	1	2	1	4	18	1	30	13	2	1	1	1	1	10	2	9	13	7	1	3	14	3	2	7	5	8	15	14	14	14	15
3	42	4	3	2	1	3	2	5	13	1	27	7	1	2	1	2	1	8	4	9	13	3	1	3	14	3	7	8	5	8	15	14	14	14	15
3	43	6	1	2	1	1	1	3	18	2	32	9	1	2	1	1	1	10	2	9	13	7	1	3	14	3	1	8	5	8	15	14	14	14	15
3	43	6	2	2	1	2	1	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	4	14	4	7	8	5	8	15	14	14	14	15
3	43	33	3	1	1	3	2	1	6	5	28	7	1	2	2	1	1	8	4	9	13	2	1	3	14	3	7	8	5	8	11	13	10	1	5
3	44	2	1	1	1	1	1	1	11	4	28	7	1	2	1	1	1	10	2	9	13	7	1	2	14	2	3	2	5	8	2	2	5	1	1
3	44	10	2	1	1	2	1	2	7	1	27	12	2	1	1	1	1	10	2	9	13	7	1	2	14	2	3	2	5	8	6	6	2	3	3
3	44	8	3	1	3	4	2	7	19	14	6	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	5	5	2	3	3
3	45	26	1	1	1	1	1	1	9	8	26	6	1	2	2	2	2	8	4	9	13	1	1	5	12	5	2	2	5	8	9	11	12	1	7
3	45	12	2	1	1	2	1	4	18	1	25	11	2	1	2	1	2	3	4	9	13	2	1	4	12	4	2	2	5	8	6	6	8	1	1
3	45	10	3	1	3	4	2	7	19	14	6	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	8	1	1
3	45	10	4	1	3	4	2	7	19	14	3	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	8	1	1
3	45	0	5	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	46	39	1	1	1	1	1	1	1	10	26	6	1	2	2	2	2	8	4	9	13	1	1	3	12	3	7	8	2	2	11	13	10	1	9
3	46	16	2	1	1	2	1	4	18	1	24	11	2	1	2	1	2	6	4	9	13	2	1	3	10	3	4	3	5	8	7	8	7	1	2
3	46	0	3	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	47	24	1	1	1	1	1	1	2	9	26	6	1	2	2	2	2	8	4	9	13	1	1	2	6	2	7	8	7	8	9	11	10	1	3
3	47	15	2	1	1	2	1	4	18	1	25	11	2	1	2	1	2	2	4	9	13	2	1	2	6	2	2	4	7	8	15	14	14	14	15
3	47	6	3	1	3	4	2	7	19	14	7	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	4	1	1
3	47	7	4	1	3	4	2	7	19	14	5	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	8	1	1
3	48	2	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	3	14	3	2	1	5	8	1	1	1	1	1
3	49	4	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	4	14	4	1	8	5	8	2	2	2	1	1
3	50	19	1	1	1	1	1	1	1	9	30	8	1	2	2	1	1	8	4	9	13	2	1	2	14	2	7	8	5	8	8	9	9	1	7
3	50	12	2	1	1	2	1	4	18	1	30	13	2	1	1	1	1	10	1	7	11	7	1	2	14	2	1	8	5	8	6	7	6	1	10
3	50	0	3	1	1	3	2	5	18	1	32	14	2	2	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	1	1	1	1	1
3	51	16	1	1	1	1	1	1	10	13	27	7	1	2	2	1	2	8	4	9	13	2	1	2	6	2	2	2	2	7	7	9	11	1	8
3	51	13	2	1	1	2	1	1	10	13	27	12	2	1	2	1	2	4	4	9	13	2	1	2	6	2	2	7	7	8	7	8	10	1	8
3	51	15	3	1	3	4	2	7	19	14	15	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	9	11	1	8
3	51	20	4	1	1	3	2	5	18	13	17	5	1	2	1	1	1	10	2	9	13	7	1	2	7	2	2	1	7	8	8	10	10	1	6
3	52	0	1	1	1	1	1	3	18	2	31	9	1	2	1	1	1	10	2	9	13	7	1	3	3	3	7	8	7	8	1	1	1	1	1
3	52	2	2	1	1	2	1	4	18	1	31	14	2	1	1	1	1	10	2	9	13	7	1	3	3	3	7	8	7	8	1	1	1	1	1
3	53	2	1	1	1	1	2	3	18	1	31	14	2	1	1	1	1	10	2	9	13	7	1	2	4	2	7	8	7	8	1	1	1	1	1
3	54	10	1	1	1	1	2	3	18	13	32	14	2	1	1	1	1	10	2	9	13	7	1	3	13	3	1	8	7	8	6	6	4	6	1
3	55	0	1	3	1	1	2	4	18	13	32	14	2	1	1	1	1	10	2	9	13	7	1	2	8	2	1	8	7	8	15	14	14	14	15
3	56	11	1	1	1	1	1	1	9	5	24	6	1	2	2	1	2	8	4	9	13	2	1	1	6	1	7	8	7	8	6	6	7	1	1
3	56	16	2	1	1	2	1	4	18	1	24	11	2	1	1	1	1	10	2	9	13	7	1	2	8	2	1	8	7	8	6	7	3	3	5
3	56	14	3	1	3	4	2	7	19	14	5	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	3	2	5
3	56	14	4	1	3	4	2	7	19	14	4	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	3	2	5
3	56	14	5	1	3	4	2	7	19	14	3	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	3	1	5
3	57	40	1	1	1	1	1	1	1	13	29	7	1	2	2	1	2	8	4	9	13	2	1	3	8	3	7	8	6	3	12	13	9	1	5
3	57	18	2	1	1	2	1	2	6	13	28	12	2	1	2	1	2	6	4	9	13	2	1	3	8	3	7	8	2	1	7	9	5	1	1
3	57	14	3	1	1	3	2	5	9	13	20	5	1	2	2	1	2	5	4	9	13	2	1	3	8	3	7	8	3	2	7	8	3	1	5
3	57	12	4	1	3	4	2	7	19	14	14	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	2	1	1
3	58	2	1	1	1	1	2	2	10	1	31	14	2	1	1	1	1	10	2	9	13	7	1	2	5	2	7	8	7	8	1	1	1	1	1
3	59	38	1	1	1	1	1	1	5	5	23	6	1	2	2	2	2	5	4	9	13	1	1	3	7	3	3	2	7	8	11	13	10	1	5
3	59	22	2	1	1	2	1	1	5	6	25	11	2	1	2	1	2	6	4	9	13	2	1	2	7	2	7	8	2	1	8	10	8	1	1
3	60	0	1	1	1	1	1	3	18	1	32	9	1	2	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	1	1	1	1	1
3	60	2	2	1	1	2	1	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	1	1	1	1	1
3	60	10	3	1	1	3	2	1	6	3	28	12	2	2	1	1	1	10	2	9	13	7	1	3	8	3	3	2	7	8	6	6	4	1	4
3	60	10	4	1	1	3	2	1	6	3	27	12	2	2	2	1	1	6	4	9	13	2	1	3	8	3	4	2	7	8	6	6	4	1	4
3	61	16	1	1	1	1	1	1	1	11	29	7	1	2	2	2	2	8	4	9	13	1	1	3	7	3	7	8	1	8	7	9	4	1	4
3	61	2	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	2	2	2	1	1
3	62	21	1	1	1	1	2	1	6	2	29	12	2	1	1	1	1	10	2	9	13	7	1	3	4	3	1	8	1	8	9	10	8	8	8
3	63	0	1	3	1	1	2	4	18	2	31	14	2	1	1	1	1	10	2	9	13	7	1	4	7	4	1	8	1	8	15	14	14	14	15
3	64	18	1	1	1	1	1	1	9	6	26	6	1	2	2	2	1	8	4	9	13	1	1	2	8	2	3	3	7	8	8	9	8	1	3
3	64	10	2	1	1	2	1	4	18	1	27	12	2	1	2	1	1	8	4	9	13	2	1	2	6	2	7	8	7	8	5	5	4	1	3
3	64	0	3	4	3	4	2	7	19	14	2	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	64	0	4	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	65	8	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	4	6	4	2	3	1	8	5	5	2	1	1
3	65	10	2	1	1	3	2	3	18	2	31	14	2	2	1	1	1	10	2	9	13	7	1	4	6	4	2	3	1	8	6	6	3	1	3
3	66	4	1	1	1	1	2	4	18	1	31	14	2	1	1	1	1	10	2	9	13	7	1	3	3	3	4	3	7	8	3	3	3	6	1
3	67	0	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	1	1	1	1	1
3	68	0	1	3	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	3	3	3	7	8	7	8	15	14	14	14	15
3	69	2	1	1	1	1	2	1	9	3	29	12	2	1	1	1	1	10	2	9	13	7	1	4	3	3	4	2	7	8	1	1	1	1	1
3	70	10	1	1	1	1	2	1	6	5	30	13	2	1	1	1	1	10	2	9	13	7	1	3	4	3	4	3	1	8	4	4	6	7	2
3	71	6	1	2	1	1	2	2	7	2	30	13	2	1	1	1	1	10	2	9	13	7	1	5	7	5	1	8	7	8	15	14	14	14	15
3	72	6	1	1	1	1	2	3	18	2	32	9	1	1	1	1	1	10	2	9	13	7	1	3	4	3	3	3	7	8	3	3	2	2	1
3	73	8	1	1	1	1	1	3	18	1	32	9	1	2	2	2	2	8	4	9	13	1	1	5	14	5	4	4	5	8	5	5	6	1	4
3	73	2	2	1	1	2	1	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	2	2	3	1	1
3	74	21	1	1	1	1	1	1	12	13	29	7	1	2	2	2	2	8	4	9	13	1	1	5	14	5	4	2	5	8	9	10	11	1	2
3	74	20	2	1	1	2	1	1	12	13	29	12	2	1	2	2	2	8	4	9	13	1	1	5	14	5	4	2	5	8	8	10	12	1	2
3	74	2	3	2	1	3	2	5	18	13	32	14	2	2	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	15	14	14	14	15
3	75	0	1	1	1	1	2	4	18	1	31	14	2	1	1	1	1	10	2	9	13	7	2	9	14	9	8	8	8	8	1	1	1	1	1
3	76	16	1	1	1	1	1	1	1	13	30	8	1	2	2	1	2	8	4	9	13	2	1	3	5	3	7	8	7	8	7	9	9	1	4
3	76	16	2	1	1	2	1	4	18	1	30	13	2	1	2	1	2	8	4	9	13	2	1	3	5	3	7	8	7	8	7	9	8	1	4
3	77	17	1	1	1	1	2	5	18	1	31	14	2	1	1	1	1	10	1	6	11	7	1	3	7	3	4	2	7	8	8	9	10	4	2
3	78	19	1	1	1	1	1	1	5	8	27	7	1	2	2	1	1	8	4	9	13	2	1	4	6	4	4	2	1	8	8	11	10	6	7
3	78	10	2	1	1	2	1	4	18	1	26	11	2	1	2	1	1	8	4	9	13	2	1	4	6	4	3	2	1	8	6	6	7	1	2
3	78	10	3	1	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	7	1	2
3	78	0	4	4	3	4	2	7	19	14	2	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	79	23	1	1	1	1	1	1	2	13	27	7	1	2	2	1	1	8	4	9	13	2	1	2	6	2	7	8	1	8	9	11	12	1	3
