RECID	HHOLDID	NOVEH	NOIND	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H17	H18	H19	H20	H21	H22	H23	H24	H25	H26	H27	H28	H29	H30	H31	H32	H33	H34	H35	H36
1	3157	0	2	3	14	5	7	2	6	1	4	3	3	1	1	1	1	2	8	4	7	1	5	3	1	10	3	8	3	2	1	2	6	9	11	5	1	7
1	3158	0	2	4	15	5	7	2	6	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	9	2	8	2	2	1	2	6	9	11	6	2	1
1	3159	1	4	6	7	6	6	6	7	1	3	3	3	2	1	1	2	2	8	4	3	2	8	5	1	10	5	2	6	2	3	1	7	11	13	11	7	8
1	3160	1	2	4	8	5	6	6	7	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	1	8	4	8	5	1	2	7	15	14	14	14	15
1	3161	1	1	2	25	6	2	8	6	1	3	3	3	2	1	1	2	1	8	4	3	2	2	1	4	18	13	8	13	8	1	2	6	3	3	2	1	1
1	3162	1	1	3	6	5	6	6	7	1	3	3	3	1	1	2	2	1	8	4	4	2	1	3	1	4	10	3	10	7	1	2	7	12	13	12	2	7
1	3163	2	3	6	16	6	6	6	7	2	3	3	1	3	1	1	3	2	8	4	2	3	7	7	1	9	13	9	13	8	1	2	7	15	14	14	14	15
1	3164	0	3	4	25	6	7	2	6	2	4	2	1	1	1	1	1	1	4	1	8	6	7	7	1	10	13	5	13	8	1	2	6	15	14	14	14	15
1	3165	2	3	2	5	6	7	2	6	1	3	3	3	2	1	2	3	1	8	4	2	3	7	6	1	2	6	4	13	8	1	2	6	13	13	12	1	10
1	3166	1	2	7	25	6	7	2	6	2	1	2	1	2	1	1	2	1	8	4	9	6	4	6	6	18	13	5	13	8	1	2	6	15	14	14	14	15
1	3167	2	4	6	9	6	7	2	6	1	3	3	3	3	1	1	3	1	8	4	2	3	10	7	4	18	1	8	12	5	1	2	6	14	13	12	14	9
1	3168	1	2	5	3	6	7	2	6	1	3	3	3	2	1	1	2	1	8	4	3	2	3	6	1	2	8	2	10	6	1	2	6	11	13	13	2	15
1	3169	0	1	5	25	6	7	2	6	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	7	14	1	1	2	6	2	2	2	1	1
1	3170	1	2	5	1	6	6	6	7	1	3	3	3	2	1	1	2	1	8	4	3	2	3	6	1	9	5	2	9	5	1	2	7	13	13	13	2	9
1	3171	0	1	6	2	6	6	6	7	1	4	3	3	1	1	1	1	1	2	1	8	1	1	3	1	6	3	5	3	4	1	2	7	6	6	4	5	3
1	3172	0	2	5	10	6	7	2	6	1	4	3	3	1	1	1	1	1	2	1	8	1	4	1	5	18	1	6	1	1	1	2	6	7	8	3	1	7
1	3173	1	4	5	3	6	6	6	7	1	3	3	3	2	1	1	2	2	8	4	3	2	9	7	1	9	6	4	8	3	2	1	7	12	13	9	8	6
1	3174	0	4	4	2	6	6	6	7	1	4	3	3	1	1	1	1	1	2	1	8	1	8	3	1	10	4	4	4	2	3	1	7	9	10	10	8	11
1	3175	0	2	1	25	6	6	6	7	1	4	3	3	1	1	1	1	1	1	1	8	1	4	3	1	10	4	5	4	3	1	2	7	2	2	2	2	1
1	3176	1	4	3	12	5	8	3	4	1	3	3	3	2	1	1	2	3	8	4	3	2	8	3	1	1	9	4	9	3	3	1	4	9	12	8	8	10
1	3177	1	3	7	9	5	8	3	4	1	3	3	3	2	1	1	2	2	8	4	3	2	6	3	1	6	8	3	8	4	2	1	4	15	14	14	14	15
1	3178	1	2	5	15	5	8	3	4	1	3	3	3	2	1	1	2	1	8	4	3	3	4	6	1	6	4	5	9	5	1	2	4	9	11	8	8	6
1	3179	1	4	5	25	6	6	8	4	1	3	3	3	2	1	1	2	1	8	4	3	2	8	3	1	10	8	3	8	3	3	1	4	12	13	11	4	9
1	3180	1	4	3	19	6	6	8	4	1	3	3	3	2	1	1	2	3	8	4	3	2	8	3	1	10	6	3	6	2	3	1	4	14	13	12	1	1
1	3181	1	2	3	6	6	8	3	4	1	3	3	3	2	1	1	2	2	8	4	3	2	4	3	1	9	6	5	6	4	1	2	4	10	12	10	2	4
1	3182	1	2	1	18	5	6	8	4	1	3	3	3	2	1	1	2	1	8	4	3	3	4	3	1	11	3	4	3	2	1	2	4	10	12	7	1	4
1	3183	0	3	5	21	6	6	8	4	1	4	3	3	1	1	1	1	1	2	1	8	1	6	6	1	9	5	3	9	4	2	1	4	12	13	9	1	5
1	3184	0	2	7	25	6	6	8	4	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	18	1	8	1	1	1	2	4	3	3	2	1	4
1	3185	0	3	1	25	6	6	8	4	1	4	3	3	1	1	1	1	1	2	2	8	6	7	2	2	11	3	8	4	2	1	2	4	9	12	8	8	10
1	3186	1	3	7	17	5	6	8	4	2	1	2	2	2	1	1	2	1	8	4	9	6	6	6	6	18	13	2	13	8	2	1	4	15	14	14	14	15
1	3187	1	4	2	25	6	6	8	4	1	3	3	3	2	1	1	2	1	8	4	3	3	8	6	1	10	6	3	9	3	3	1	4	12	13	8	3	6
1	3188	1	3	5	8	6	7	6	3	1	3	3	3	2	1	1	2	2	8	4	3	2	6	3	1	6	5	4	5	2	2	1	3	11	13	12	1	8
1	3189	0	1	1	11	6	7	6	3	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	9	1	8	1	2	1	2	3	15	14	14	14	15
1	3190	0	1	5	14	5	1	11	2	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	2	2	3	6	5	9
1	3191	1	1	5	10	6	7	6	3	2	3	3	1	2	1	1	2	1	8	4	3	2	1	3	1	8	5	6	5	5	1	2	3	15	14	14	14	15
1	3192	0	4	7	25	6	7	6	3	1	4	3	3	1	1	1	1	1	3	1	8	1	8	1	4	18	2	3	2	1	3	1	3	7	9	4	3	1
1	3193	0	2	4	1	6	7	6	3	2	4	3	2	1	1	1	1	1	2	1	8	1	4	5	1	10	9	5	10	6	1	2	3	15	14	14	14	15
1	3194	1	2	3	1	6	1	11	2	2	3	3	1	2	1	1	2	1	8	4	3	2	5	3	4	18	1	8	13	8	1	2	2	15	14	14	14	15
1	3195	0	5	4	25	6	7	6	3	2	4	2	1	1	1	1	1	1	2	1	8	6	12	7	4	18	13	5	13	8	1	2	3	15	14	14	14	15
1	3196	1	4	1	25	6	7	6	3	1	3	3	3	2	1	1	2	3	8	4	3	2	8	6	1	9	7	4	9	3	3	2	3	13	13	10	14	12
1	3197	1	4	6	11	6	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	3	8	3	1	1	8	3	8	3	3	1	3	12	13	9	1	8
1	3198	1	2	2	12	5	1	11	2	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	9	1	7	1	1	1	2	2	1	1	1	1	1
1	3199	0	4	3	7	5	7	6	3	1	4	3	3	1	1	1	1	2	2	1	7	1	8	3	1	9	6	3	6	2	3	1	3	6	6	12	2	8
1	3200	2	6	2	3	6	1	11	2	1	3	3	3	3	1	1	3	3	8	4	2	3	11	7	1	3	12	3	12	5	4	1	2	14	13	13	1	9
1	3201	1	5	2	25	6	7	6	3	1	3	3	3	2	1	1	2	4	8	4	3	3	11	6	1	12	3	4	8	2	3	1	3	14	13	12	1	13
1	3202	1	2	3	25	6	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	9	5	5	5	3	1	2	3	10	12	12	1	5
1	3203	1	2	6	25	6	7	6	3	1	3	3	3	1	2	1	2	1	8	4	5	2	4	3	1	9	6	4	6	4	1	2	3	10	12	12	10	7
1	3204	0	6	3	1	6	7	6	3	1	4	3	3	1	1	1	1	1	1	1	8	1	11	6	1	9	13	4	13	8	3	1	3	14	13	9	8	8
1	3205	0	1	1	10	5	1	11	2	1	4	3	3	1	1	1	1	2	2	1	7	1	1	3	1	15	3	6	3	4	1	2	2	12	13	7	1	6
1	3206	0	5	7	25	6	7	6	3	1	4	3	3	1	1	1	1	1	2	1	8	1	11	5	1	9	7	3	9	3	3	1	3	13	13	9	10	6
1	3207	1	6	2	5	5	7	6	3	1	3	3	3	1	2	1	2	1	8	4	5	2	11	6	1	1	9	4	10	3	3	1	3	12	13	13	2	14
1	3208	1	4	6	25	6	7	6	3	1	3	3	3	2	1	1	2	3	8	4	4	2	8	3	1	10	5	5	5	2	3	1	3	10	12	8	3	3
1	3209	0	1	1	25	6	7	6	3	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	2	8	2	3	1	2	3	6	7	4	3	3
1	3210	0	4	5	21	6	8	7	1	1	4	3	3	1	1	1	1	1	2	1	8	1	9	7	1	11	3	4	5	2	2	1	1	13	13	11	10	11
1	3211	1	3	6	25	6	5	9	11	2	3	2	2	2	1	1	2	2	8	4	3	6	7	3	1	6	8	5	13	8	1	2	11	15	14	14	14	15
1	3212	1	3	5	25	6	7	9	5	1	3	3	3	2	1	1	2	2	8	4	3	2	6	5	1	11	4	4	5	2	2	1	5	11	13	6	1	8
1	3213	1	3	7	2	5	5	9	11	2	1	1	1	2	1	1	2	1	8	4	9	6	7	8	6	18	13	5	13	8	1	2	11	15	14	14	14	15
1	3214	1	2	7	15	6	5	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	9	7	4	7	4	1	2	11	6	6	10	1	12
1	3215	1	3	2	25	6	5	9	11	2	1	2	1	1	1	2	2	1	8	4	9	6	6	3	6	18	13	2	13	8	2	1	11	15	14	14	14	15
1	3216	0	2	2	14	5	5	9	11	2	4	3	1	1	1	1	1	2	8	4	7	1	5	1	3	18	2	7	2	2	1	2	11	15	14	14	14	15
1	3217	1	3	6	11	6	5	9	11	2	3	2	1	2	1	1	2	3	8	4	3	6	7	5	1	9	6	5	13	8	1	2	11	15	14	14	14	15
1	3218	1	5	5	8	5	1	11	5	1	3	3	3	2	1	1	2	3	8	4	3	3	12	6	1	12	4	3	5	2	3	1	5	3	3	7	1	1
1	3219	1	4	4	2	6	1	11	5	1	3	3	3	2	1	1	2	1	8	4	3	3	9	3	1	14	2	4	2	1	2	1	5	12	13	12	1	8
1	3220	0	1	2	4	6	1	11	5	2	4	3	1	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	5	15	14	14	14	15
1	3221	0	1	1	25	6	1	11	5	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	5	2	2	2	3	1
1	3222	0	4	3	25	6	5	8	8	1	4	3	3	1	1	1	1	3	2	1	7	2	8	3	1	9	6	2	6	2	3	1	8	15	14	14	14	15
1	3223	2	4	3	1	6	7	6	10	1	3	3	3	2	1	2	3	2	8	4	2	2	9	7	1	6	4	3	10	4	2	2	10	14	13	13	8	11
1	3224	1	3	4	1	6	1	11	8	1	3	3	3	2	1	1	2	1	8	4	3	2	6	3	1	9	6	3	6	3	2	1	8	10	12	9	1	7
1	3225	1	5	7	3	6	7	6	10	1	3	3	3	1	2	1	2	2	8	4	5	3	12	7	3	10	2	7	8	2	2	1	10	12	13	9	10	10
1	3226	1	4	6	25	6	3	7	10	1	3	3	3	2	1	1	2	3	8	4	3	2	8	5	1	9	10	3	10	4	3	1	10	14	13	11	8	15
1	3227	1	3	1	11	6	9	1	9	1	3	3	3	2	1	1	2	2	8	4	3	2	6	5	1	2	8	3	9	4	2	1	9	15	14	14	14	15
1	3228	0	2	7	5	6	9	1	9	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	6	1	8	1	1	1	2	9	1	1	1	1	1
1	3229	1	1	4	1	5	7	6	10	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	5	7	3	7	6	1	2	10	9	12	10	3	7
1	3230	0	2	1	5	6	3	7	10	1	4	3	3	1	1	1	1	3	8	4	7	2	5	1	3	9	1	7	1	1	1	2	10	10	13	8	8	11
1	3231	0	1	4	1	6	5	8	8	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	8	2	2	2	2	1
1	3232	0	2	4	2	6	5	8	8	1	4	3	3	1	1	1	1	2	2	1	7	1	4	2	2	6	3	4	3	2	2	2	8	8	10	4	3	4
1	3233	0	2	4	1	6	5	8	8	1	4	3	3	1	1	1	1	3	2	1	7	1	4	2	2	7	2	4	2	2	2	2	8	8	9	4	2	6
1	3234	1	3	6	25	6	5	8	8	1	3	3	3	2	1	1	2	3	8	4	3	2	6	3	1	9	7	4	7	3	2	1	8	11	13	9	2	5
1	3235	1	4	6	8	6	6	6	7	1	3	3	3	2	1	1	2	3	8	4	9	2	9	7	1	8	8	4	10	4	2	2	7	11	13	12	8	12
1	3236	1	3	3	4	6	2	8	6	2	3	3	2	2	1	1	2	2	8	4	4	2	6	3	1	10	4	5	4	2	2	2	6	15	14	14	14	15
1	3237	1	1	4	25	6	2	8	6	1	3	3	3	2	1	1	2	1	8	4	3	2	1	1	3	18	12	5	12	7	1	2	6	15	14	14	14	15
1	3238	0	2	5	25	5	2	8	6	1	4	3	3	1	1	1	1	2	8	4	7	1	5	3	3	18	1	7	3	2	1	2	6	7	9	7	7	1
1	3239	0	2	5	16	5	7	2	6	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	9	2	7	3	2	1	2	6	4	4	3	2	2
1	3240	1	2	1	2	6	7	2	6	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	8	5	5	8	5	1	2	6	14	13	13	2	8
1	3241	2	4	4	25	6	7	2	6	1	3	3	3	3	1	1	3	1	8	4	2	3	9	7	1	2	13	4	13	8	2	2	6	15	14	14	14	15
1	3242	3	2	4	25	6	7	2	6	1	3	3	3	2	2	2	4	1	8	4	2	3	3	6	1	4	8	2	9	5	1	2	6	10	13	11	7	8
1	3243	1	3	5	3	6	6	6	7	1	3	3	3	1	1	2	2	1	8	4	4	2	7	3	1	9	13	5	13	8	1	2	7	7	9	7	1	9
1	3244	1	3	3	6	5	6	6	7	1	3	3	3	2	1	1	2	1	8	4	3	2	7	6	1	9	4	5	8	4	1	2	7	13	13	11	7	10
1	3245	0	1	3	8	6	8	3	4	2	4	3	1	1	1	1	1	1	8	4	8	1	2	1	4	18	1	7	14	1	1	2	4	15	14	14	14	15
1	3246	1	2	2	14	5	6	8	4	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	9	6	5	8	5	1	2	4	9	11	9	2	5
1	3247	0	4	3	25	6	6	8	4	1	4	3	3	1	1	1	1	1	2	1	8	1	8	3	1	9	8	3	8	3	3	1	4	11	13	9	11	4
1	3248	1	2	7	23	6	6	8	4	1	3	3	3	2	1	1	2	1	8	4	3	2	5	5	2	11	1	7	7	4	1	2	4	15	14	14	14	15
1	3249	1	3	6	7	6	6	8	4	1	3	3	3	2	1	1	2	1	8	4	3	2	6	3	1	12	8	2	8	4	2	1	4	11	13	12	2	9
1	3250	0	1	3	25	6	8	3	4	1	4	3	3	1	1	1	1	1	3	1	8	1	1	3	1	6	3	5	3	4	1	2	4	7	8	7	8	4
1	3251	1	2	5	8	6	8	3	4	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	4	1	7	1	1	1	2	4	6	6	3	2	4
1	3252	1	3	6	15	6	8	3	4	1	3	3	3	2	1	1	2	2	8	4	3	3	6	3	1	9	10	2	10	5	2	1	4	10	12	10	1	4
1	3253	3	3	6	4	6	1	11	2	1	3	3	3	2	3	1	4	4	8	4	3	3	7	1	4	18	12	5	12	6	1	2	2	13	13	13	2	10
1	3254	1	4	7	8	6	1	11	2	1	3	3	3	2	1	1	2	2	8	4	3	3	8	3	1	9	4	3	4	2	3	1	2	12	13	11	1	8
1	3255	0	1	6	6	6	1	11	2	1	4	3	3	1	1	1	1	1	8	4	8	2	2	1	3	16	4	8	4	5	1	2	2	3	4	8	8	1
1	3256	1	4	6	9	6	1	11	2	1	3	3	3	1	1	2	2	3	8	4	3	3	8	3	1	15	4	3	4	2	3	1	2	14	13	12	1	8
1	3257	2	5	6	4	6	1	11	2	1	3	3	3	2	1	2	3	3	8	4	2	2	11	7	1	14	4	4	7	2	3	1	2	15	14	14	14	15
1	3258	0	2	5	9	5	7	6	3	1	4	3	3	1	1	1	1	1	8	4	8	2	5	1	3	18	1	7	1	1	1	2	3	6	9	7	7	1
1	3259	1	3	2	7	6	7	6	3	1	3	3	3	2	1	1	2	2	8	4	3	2	6	5	1	2	7	5	8	3	2	2	3	13	13	11	6	1
1	3260	1	2	3	1	6	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	18	2	8	2	2	1	2	3	13	13	10	1	4
1	3261	2	5	1	25	6	7	6	3	1	3	3	3	2	1	2	3	4	8	4	2	2	11	3	1	12	6	3	6	2	3	1	3	14	13	12	2	2
1	3262	0	2	3	25	6	7	6	3	1	4	3	3	1	1	1	1	1	3	1	8	1	4	1	3	9	3	6	3	2	1	2	3	2	2	3	2	1
1	3263	1	3	4	25	5	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	3	6	3	1	2	6	2	6	3	2	1	3	13	13	11	2	9
1	3264	0	4	7	5	6	7	6	3	1	4	3	3	1	1	1	1	2	2	1	7	1	9	3	4	18	4	5	8	3	2	2	3	11	13	12	10	5
1	3265	0	1	2	7	6	7	6	3	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	3	6	7	4	5	1
1	3266	1	2	1	25	6	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	3	3	3	1	9	4	2	4	3	1	2	3	12	13	11	1	9
1	3267	0	1	4	1	6	7	6	3	1	4	3	3	1	1	1	1	1	2	1	8	2	1	1	4	18	1	5	14	1	1	2	3	7	8	6	1	6
1	3268	1	3	5	2	6	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	3	7	7	1	8	4	4	8	4	1	2	3	15	14	14	14	15
1	3269	0	2	7	4	6	7	6	3	1	4	3	3	1	1	1	1	1	2	2	8	1	5	3	4	18	1	7	5	3	1	2	3	9	11	6	8	5
1	3270	0	1	2	14	6	1	11	2	1	4	3	3	1	1	1	1	1	3	1	8	1	1	1	4	18	1	6	14	1	1	2	2	3	4	7	6	1
1	3271	0	4	4	14	6	7	6	3	1	4	3	3	1	1	1	1	1	4	1	8	1	8	3	1	9	7	2	7	2	3	1	3	9	10	11	6	7
1	3272	0	4	6	1	6	7	6	3	1	4	3	3	1	1	1	1	1	2	1	8	1	10	7	1	6	5	6	10	4	1	2	3	6	7	9	3	4
1	3273	1	3	6	25	6	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	3	7	7	1	5	6	5	11	6	1	2	3	15	14	14	14	15
1	3274	0	3	7	1	6	7	6	3	1	4	3	3	1	1	1	1	3	2	1	7	2	7	7	1	9	5	5	8	4	1	2	3	12	13	11	6	6
1	3275	4	3	7	25	6	1	11	2	1	3	3	3	4	1	2	4	1	8	4	1	3	7	6	1	13	13	6	13	8	1	2	2	13	13	13	1	14
1	3276	0	1	7	12	6	1	11	2	1	4	3	3	1	1	1	1	1	4	1	8	1	1	1	4	18	1	6	14	1	1	2	2	2	3	4	5	1
1	3277	3	2	7	25	6	8	3	4	1	3	3	3	2	1	3	4	1	8	4	1	3	4	6	1	12	8	3	11	7	1	2	4	15	14	14	14	15
1	3278	1	1	7	9	6	8	3	4	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	9	6	5	6	6	1	2	4	10	12	11	1	4
1	3279	1	2	1	25	6	8	3	4	1	3	3	3	1	1	2	2	1	8	4	3	2	3	3	1	5	7	2	7	4	1	2	4	13	13	11	6	9
1	3280	2	2	3	6	6	8	3	4	1	3	3	3	3	1	1	3	1	8	4	2	3	4	3	1	6	7	3	7	4	1	2	4	14	13	11	1	10
1	3281	0	4	6	1	6	6	8	4	1	4	3	3	1	1	1	1	2	2	1	7	2	8	5	1	9	5	2	6	2	3	1	4	10	13	8	14	8
1	3282	1	1	2	3	6	6	8	4	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	9	5	4	5	5	1	2	4	8	9	4	1	8
1	3283	2	2	2	11	6	8	3	4	2	3	3	2	2	2	1	3	2	8	4	3	3	3	6	1	9	9	2	10	6	1	2	4	15	14	14	14	15
1	3284	1	2	6	25	6	6	8	4	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	10	3	5	7	4	1	2	4	14	13	11	2	7
1	3285	1	3	3	25	5	2	8	6	1	3	3	3	2	1	1	2	2	8	4	3	2	6	5	1	6	7	3	8	3	2	1	6	13	13	9	3	4
1	3286	0	5	5	25	6	2	8	6	1	4	3	3	1	1	1	1	2	2	1	7	2	11	3	1	15	4	3	4	1	3	1	6	15	14	14	14	15
1	3287	1	3	5	2	6	2	8	6	1	3	3	3	2	1	1	2	1	8	4	3	2	6	3	1	5	9	3	9	4	2	1	6	11	13	11	1	10
1	3288	1	2	2	25	6	2	8	6	1	3	3	3	2	1	1	2	2	8	4	3	2	3	6	1	10	5	2	8	5	1	2	6	14	13	9	1	3
1	3289	0	5	3	6	5	2	8	6	1	4	3	3	1	1	1	1	1	2	1	8	2	11	3	1	9	5	3	5	2	3	1	6	10	13	11	1	11
1	3290	1	2	3	1	6	2	8	6	1	3	3	3	1	2	1	2	2	8	4	5	2	4	5	1	9	4	5	5	3	1	2	6	10	12	7	1	6
1	3291	1	4	1	25	6	7	2	6	1	3	3	3	2	1	1	2	1	8	4	3	2	10	7	5	18	1	8	11	5	1	2	6	7	9	10	4	2
1	3292	1	1	1	25	6	6	6	7	1	3	3	3	1	2	1	2	1	8	4	5	1	1	3	1	9	3	4	3	4	1	2	7	5	5	5	1	4
1	3293	1	2	7	2	6	6	6	7	1	3	3	3	2	1	1	2	1	8	4	3	3	5	1	3	1	3	7	3	2	1	2	7	8	9	8	1	6
1	3294	0	2	7	25	6	7	2	6	1	4	3	3	1	1	1	1	1	2	1	8	1	4	3	1	9	13	4	13	8	1	2	6	10	12	11	8	6
1	3295	3	3	5	25	6	2	8	6	2	3	3	1	4	1	1	4	1	8	4	1	6	6	3	1	2	7	3	7	3	2	1	6	15	14	14	14	15
1	3296	2	2	4	25	6	2	8	6	1	3	3	3	3	1	1	3	1	8	4	2	2	4	3	1	2	8	5	8	5	1	2	6	15	14	14	14	15
1	3297	2	4	6	1	6	2	8	6	1	3	3	3	2	2	1	3	3	8	4	3	3	8	3	1	9	6	4	6	2	3	1	6	15	14	14	14	15
1	3298	1	2	4	14	5	2	8	6	1	3	3	3	2	1	1	2	1	8	4	4	2	4	3	1	6	13	4	13	8	1	2	6	7	8	11	1	5
1	3299	1	4	1	25	6	2	8	6	2	3	3	1	2	1	1	2	1	8	4	3	2	8	3	1	6	7	2	7	2	3	1	6	15	14	14	14	15
1	3300	2	3	1	3	6	2	8	6	1	3	3	3	2	2	1	3	1	8	4	3	3	6	3	1	6	8	3	8	4	2	1	6	12	13	11	1	8
1	3301	1	2	3	5	6	6	6	7	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	6	3	5	7	4	1	2	7	10	12	12	1	3
1	3302	0	3	7	10	6	6	6	7	1	4	3	3	1	1	1	1	1	3	1	8	2	6	3	1	9	4	2	4	2	2	1	7	7	8	8	1	1
1	3303	3	3	1	3	5	7	1	9	2	3	2	1	4	1	1	4	1	8	4	1	6	7	6	6	18	13	5	13	8	1	2	9	15	14	14	14	15
1	3304	1	2	3	14	5	9	1	9	1	3	3	3	2	1	1	2	1	8	4	3	2	4	5	1	6	5	5	6	4	1	2	9	10	12	10	3	4
1	3305	0	2	4	16	6	7	6	10	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	5	1	8	1	1	1	2	10	11	13	8	8	9
1	3306	1	4	3	25	6	9	1	9	1	3	3	3	2	1	1	2	1	8	4	3	2	8	3	1	9	6	4	6	2	3	1	9	11	13	8	2	3
1	3307	1	4	7	25	6	3	7	10	1	3	3	3	2	1	1	2	2	8	4	3	2	8	5	1	2	13	3	13	8	3	2	10	14	13	11	2	14
1	3308	1	2	4	7	6	3	7	10	2	3	2	1	2	1	1	2	1	8	4	3	6	4	3	1	7	13	3	13	8	1	2	10	15	14	14	14	15
1	3309	1	2	5	1	6	7	1	9	2	1	2	2	2	1	1	2	1	8	4	9	6	4	5	6	18	13	6	13	8	1	2	9	15	14	14	14	15
1	3310	0	1	3	3	5	7	1	9	1	4	3	3	1	1	1	1	1	8	4	8	1	2	2	2	7	2	7	2	3	1	2	9	6	10	7	8	4
1	3311	2	4	2	9	6	3	7	10	1	3	3	3	3	1	1	3	4	8	4	2	3	9	5	1	4	12	4	12	5	2	2	10	15	14	14	14	15
1	3312	1	1	3	5	6	5	8	8	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	8	8	6	8	7	1	2	8	4	4	3	1	1
1	3313	1	4	3	1	6	1	11	8	1	3	3	3	2	1	1	2	1	8	4	3	2	8	3	1	5	8	3	8	3	3	1	8	14	13	12	1	7
1	3314	1	3	3	1	6	1	11	8	1	3	3	3	2	1	1	2	3	8	4	3	3	6	5	1	6	8	4	9	4	2	1	8	13	13	13	6	15
1	3315	1	2	5	25	5	7	1	9	1	3	3	3	2	1	1	2	1	8	4	3	2	4	5	1	9	6	5	7	4	1	2	9	7	9	10	1	8
1	3316	1	4	3	7	6	3	7	10	1	3	3	3	2	1	1	2	3	8	4	3	3	8	6	1	6	8	4	9	3	3	2	10	15	14	14	14	15
1	3317	0	2	5	10	6	1	11	8	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	4	18	1	8	1	1	1	2	8	1	1	1	1	1
1	3318	0	2	3	8	6	7	6	10	1	4	3	3	1	1	1	1	1	2	1	8	1	4	6	5	10	1	5	2	2	1	2	10	8	10	6	5	5
1	3319	0	1	1	12	6	7	6	10	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	11	1	8	1	2	1	2	10	1	1	1	1	1
1	3320	1	4	1	9	6	3	7	10	1	3	3	3	2	1	1	2	2	8	4	3	3	8	3	1	12	7	3	7	2	3	1	10	14	13	10	2	6
1	3321	2	5	3	25	6	5	8	8	1	3	3	3	2	1	1	3	1	8	4	9	3	11	3	1	4	9	3	9	3	3	1	8	14	13	13	13	15
1	3322	1	2	5	3	6	7	6	10	1	3	3	3	2	1	1	2	2	8	4	3	2	3	6	1	6	5	2	9	5	1	2	10	14	13	11	1	8
1	3323	1	2	5	10	6	5	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	2	13	8	13	8	1	2	11	8	9	7	1	1
1	3324	1	2	4	25	6	1	11	5	1	3	3	3	2	1	1	2	1	8	4	3	2	4	1	5	18	3	5	3	2	1	2	5	9	10	7	1	6
1	3325	0	1	3	5	6	5	9	11	1	4	3	3	1	1	1	1	1	3	1	8	1	1	1	5	18	13	6	13	8	1	2	11	1	1	1	1	1
1	3326	1	2	4	13	5	1	11	5	1	3	3	3	2	1	1	2	1	8	4	3	2	3	3	1	9	4	2	4	3	1	2	5	9	11	11	1	3
1	3327	2	3	2	25	6	1	11	5	1	3	3	3	3	1	1	3	2	8	4	2	3	7	6	1	4	8	4	10	5	1	2	5	14	13	13	1	8
1	3328	0	4	5	25	6	8	7	1	1	4	3	3	1	1	1	1	1	2	1	8	3	8	3	1	9	5	3	5	2	3	1	1	11	13	10	14	7
1	3329	2	2	1	24	6	8	7	1	1	3	3	3	3	1	1	3	1	8	4	2	3	4	3	1	5	2	5	3	2	1	2	1	12	13	13	13	5
1	3330	0	2	1	1	6	8	7	1	1	4	3	3	1	1	1	1	1	2	1	8	1	4	1	5	18	2	5	13	8	1	2	1	5	5	3	3	6
1	3331	0	2	6	1	6	8	7	1	1	4	3	3	1	1	1	1	1	3	1	8	1	4	6	1	9	5	5	6	4	1	2	1	12	13	12	13	15
