RECID	HHOLDID	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54
2	804	1	1	3	2	1	4	12	6	1	14	1	1	1	2	4	3	9	2	8	6	9	3	15	15	4	14	14	9	5	2	2	1	2	2	2	2	2	2	22	8	8	1	9	3	1	3	3	4	1	8	3	14	14	15
2	806	1	2	1	2	1	7	8	2	1	10	1	1	2	3	3	1	2	1	1	1	1	3	4	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	5	1	3	1	4	1	8	5	12	9	5
2	808	1	2	1	2	1	3	11	3	1	10	1	1	2	3	3	1	2	1	1	4	1	1	8	6	4	11	1	9	1	2	1	2	2	2	2	2	2	2	22	8	3	1	3	4	2	4	1	4	1	8	3	11	11	9
2	810	1	2	1	2	1	1	9	4	1	10	1	1	2	3	3	1	2	1	8	6	9	1	3	17	17	4	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	3	5	3	1	5	1	4	1	8	5	8	4	1
2	812	1	2	1	2	1	1	10	1	1	8	1	1	2	2	3	1	2	1	1	2	1	2	8	17	17	12	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	6	5	2	2	1	4	1	8	5	13	12	12
2	819	1	2	1	2	1	1	8	1	1	4	1	2	4	14	9	9	11	9	3	2	1	3	5	17	17	4	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	4	2	4	1	4	1	8	5	4	4	1
2	827	1	1	3	3	1	4	10	6	1	14	1	1	2	3	3	1	2	1	8	6	9	1	13	11	6	10	1	9	1	2	2	2	1	1	2	1	2	2	22	8	8	1	2	6	2	3	1	4	1	8	4	10	10	2
2	828	1	1	3	2	1	3	11	3	1	10	1	1	3	13	1	2	3	1	8	6	9	1	2	17	17	3	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	5	10	2	2	4	1	4	1	8	5	4	3	1
2	829	1	2	1	2	1	3	8	1	2	8	1	2	4	14	9	9	11	9	1	1	1	1	9	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	6	3	2	4	1	4	1	8	5	12	7	4
2	829	2	2	1	1	1	9	14	16	6	19	1	2	4	14	9	9	11	9	8	6	9	2	9	8	4	10	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	12	5	2	2	1	4	3	8	5	7	10	14
2	833	1	2	1	2	1	2	11	1	1	4	1	1	2	2	3	1	2	1	8	6	9	1	3	17	17	1	14	4	5	2	2	2	2	2	2	2	2	2	22	8	8	3	9	1	1	5	1	1	1	8	5	1	1	1
2	834	1	2	1	2	1	1	8	1	1	6	1	2	4	14	9	9	11	9	8	6	9	1	3	17	17	4	1	9	1	3	3	3	3	3	3	3	3	3	22	8	8	4	18	3	2	10	1	4	2	8	6	7	4	1
2	835	1	2	1	3	1	4	10	2	1	8	1	2	4	14	9	9	11	9	1	2	1	1	11	17	17	11	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	1	6	2	3	1	4	1	8	5	9	11	4
2	836	1	2	1	2	1	3	11	1	4	4	1	2	4	14	9	9	11	9	3	2	1	1	8	17	17	11	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	6	5	2	3	1	4	1	8	5	14	14	15
2	836	2	2	1	3	1	1	8	3	3	11	1	1	1	3	3	1	2	1	1	2	1	5	10	17	17	12	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	3	2	2	1	4	3	8	5	12	12	7
2	838	1	2	1	2	1	5	9	4	1	13	1	1	2	2	3	1	2	1	1	2	1	1	10	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	6	7	2	2	1	4	1	8	5	10	9	1
2	839	1	2	1	2	1	3	11	2	1	9	1	1	2	3	3	1	2	1	8	6	9	1	4	17	17	2	1	9	1	1	2	2	2	2	2	2	2	2	2	1	8	1	9	3	2	3	1	4	1	8	2	4	2	1
2	841	1	2	1	2	1	3	8	3	1	12	1	1	4	3	3	1	2	1	3	2	1	1	2	17	17	4	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	5	1	3	1	4	1	8	5	3	4	1
2	841	2	2	1	9	3	9	1	16	6	19	1	4	4	14	9	9	11	9	1	2	1	1	4	17	17	6	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	5	1	3	1	4	1	10	5	7	6	4
2	842	1	2	1	3	1	4	10	5	1	13	1	1	4	3	3	1	2	1	1	2	1	1	11	17	17	12	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	4	8	2	2	1	4	1	7	5	10	12	3
2	843	1	2	1	2	1	1	8	5	1	15	1	1	2	3	3	1	2	1	1	2	1	1	9	17	17	10	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	8	7	1	3	1	4	1	8	5	12	10	8
2	844	1	2	1	3	1	3	10	12	1	8	1	4	4	14	9	9	11	9	8	6	9	1	11	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	7	2	3	1	4	1	8	5	12	9	8
2	845	1	2	1	2	1	2	12	1	1	3	1	2	4	14	9	9	11	9	1	2	1	2	7	17	17	8	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	10	4	2	3	1	4	1	8	5	10	8	4
2	847	1	2	1	2	1	1	9	3	3	10	1	1	2	3	3	1	2	1	8	6	9	2	7	17	17	5	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	2	13	2	3	1	4	1	8	5	10	5	4
2	847	2	2	1	2	1	2	13	1	4	6	1	1	2	3	3	1	2	1	8	6	9	2	5	17	17	4	2	9	2	2	2	2	2	2	2	2	2	2	22	8	8	1	2	13	2	2	1	4	4	5	5	7	4	4
2	848	1	2	1	10	1	9	11	16	5	19	1	2	4	14	9	9	11	9	1	2	1	2	7	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	4	2	3	1	4	1	10	5	7	6	4
2	849	1	2	1	2	1	1	11	1	1	7	1	1	2	2	3	1	2	1	1	2	1	3	8	17	17	11	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	11	6	8	3	1	4	1	9	5	13	10	6
2	850	1	1	3	1	2	9	7	16	6	19	1	1	2	3	3	1	2	1	8	6	9	3	10	10	4	4	1	9	1	2	2	1	1	1	2	1	2	2	22	8	8	1	9	7	2	3	1	4	1	8	4	4	4	1
2	851	1	2	1	2	1	4	8	1	1	9	1	1	2	3	3	1	2	1	4	4	1	1	7	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	2	12	3	1	5	1	4	1	8	5	7	7	4
2	852	1	2	1	2	1	1	9	3	4	11	1	1	2	3	3	1	2	1	1	3	2	3	7	17	17	8	1	9	1	2	2	2	2	2	2	2	2	1	22	8	8	1	10	4	2	3	1	4	1	8	3	12	8	6
2	852	2	2	1	2	1	1	10	1	3	4	1	1	2	3	3	1	2	1	1	2	1	3	14	17	17	11	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	4	1	2	1	4	3	8	5	12	11	7
2	853	1	2	1	2	1	4	11	10	1	16	1	1	2	3	3	1	2	1	1	2	1	1	10	1	9	12	1	9	1	1	2	2	2	2	2	2	2	2	2	4	8	1	2	8	1	4	1	4	1	8	2	14	14	15
2	855	1	2	1	2	1	8	8	15	1	18	1	1	2	3	3	1	2	1	1	1	1	1	9	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	5	7	2	2	1	4	3	8	5	12	7	4
2	856	1	2	1	2	1	7	9	6	5	13	1	1	2	3	3	1	2	1	8	6	9	1	9	9	4	1	1	2	4	1	1	2	2	2	2	2	2	2	1	1	3	1	4	9	1	4	1	3	1	8	4	1	1	1
2	856	2	2	1	10	1	9	11	16	5	19	1	4	4	14	9	9	11	9	8	6	9	1	6	17	17	12	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	4	9	1	4	1	4	1	10	5	5	12	11
2	858	1	2	1	2	1	4	9	4	1	12	1	1	2	3	3	1	2	1	8	6	9	1	7	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	3	1	8	2	4	1	4	1	8	5	8	9	9
2	859	1	2	1	2	1	1	10	5	1	13	1	1	2	3	3	1	2	1	1	2	1	1	7	17	17	11	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	4	6	2	2	1	4	2	8	5	12	11	5
2	860	1	1	3	2	1	1	9	7	1	15	1	1	2	2	3	1	2	1	1	6	9	1	3	3	1	11	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	6	9	2	3	1	4	1	8	5	9	11	1
2	861	1	2	1	2	1	1	8	5	1	14	1	1	2	2	3	1	2	1	1	2	1	1	7	17	17	1	1	2	4	2	2	2	2	2	2	2	2	2	22	8	8	1	6	7	2	3	1	1	1	8	5	1	1	1
2	863	1	2	1	2	1	4	9	2	1	10	1	1	2	3	3	1	2	1	3	2	1	1	9	1	9	10	1	9	1	1	2	2	2	2	2	2	2	2	4	1	8	1	6	3	2	7	1	4	3	8	2	13	10	6
2	863	2	2	1	9	3	9	1	16	6	19	1	4	4	14	9	9	11	9	1	2	1	1	6	17	17	5	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	5	1	4	1	4	1	10	5	6	5	3
2	864	1	2	1	2	1	2	10	5	4	13	1	1	2	3	3	1	2	1	4	2	1	1	9	17	17	2	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	8	7	2	3	1	4	1	8	5	6	3	3
2	864	2	2	1	2	1	1	8	1	3	6	1	1	2	3	3	1	2	2	3	2	1	2	13	17	17	1	1	1	4	2	2	2	2	2	2	2	2	2	22	8	8	1	9	4	2	1	1	2	4	4	5	1	1	1
2	864	3	2	1	9	3	9	1	16	6	19	1	4	4	14	9	9	11	9	4	2	1	1	4	17	17	5	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	8	7	2	3	1	4	1	10	5	9	4	4
2	865	1	2	1	2	1	1	8	4	1	13	1	1	2	2	3	1	2	1	1	2	1	1	7	17	17	12	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	5	2	3	1	4	1	8	5	12	8	6
2	868	1	2	1	2	1	4	11	10	1	15	1	1	2	3	3	1	2	1	8	6	9	1	3	3	1	10	1	9	1	2	1	2	2	2	2	2	2	2	22	8	3	1	3	4	2	3	3	4	1	8	3	14	14	15
2	878	1	2	1	2	1	1	10	1	1	5	1	2	4	14	9	9	11	9	1	2	1	2	8	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	7	1	2	1	4	1	7	5	11	7	4
2	880	1	2	1	2	1	1	8	1	1	5	1	1	2	2	3	1	2	1	3	2	1	1	7	17	17	4	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	5	1	4	1	4	1	8	5	4	4	1
2	880	2	2	1	7	3	9	2	16	6	19	1	4	4	14	9	9	11	9	4	2	1	1	1	17	17	1	1	4	4	2	2	2	2	2	2	2	2	2	22	8	8	1	9	5	1	4	1	2	1	10	5	1	1	1
2	882	1	2	1	2	1	1	9	3	1	11	1	1	2	3	3	1	2	1	8	6	9	1	2	17	17	2	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	3	2	3	2	5	2	4	1	8	5	14	14	15
2	883	1	2	1	1	2	9	4	16	6	19	1	2	4	14	9	9	11	9	8	6	9	3	9	17	17	10	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	12	8	2	3	1	4	1	8	5	5	10	1
2	884	1	2	1	2	1	1	8	1	3	5	1	1	3	3	2	1	1	1	1	2	1	1	7	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	8	7	2	3	1	4	1	8	5	14	14	15
2	884	2	2	1	2	1	4	9	1	4	5	1	2	4	14	9	9	11	9	3	2	1	3	4	17	17	5	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	4	18	1	2	8	1	4	2	4	5	12	5	1
2	885	1	4	9	2	1	3	11	10	3	16	1	1	3	3	3	1	2	2	1	2	1	2	11	9	7	12	14	9	5	2	2	1	1	1	2	1	2	2	22	8	8	1	1	11	1	3	1	4	1	8	4	9	11	13
2	885	2	2	1	2	1	7	10	3	4	9	1	1	2	2	3	1	2	1	4	2	1	1	8	17	17	1	14	9	5	2	2	2	2	2	2	2	2	2	22	8	8	1	1	11	1	3	1	4	1	8	5	1	1	1
2	886	1	2	1	2	1	4	10	3	1	10	1	1	1	3	3	3	8	1	4	1	8	1	9	17	17	11	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	2	5	2	2	8	1	4	2	8	5	13	11	4
2	887	1	1	3	2	1	4	11	9	1	16	1	1	2	2	3	1	2	1	1	2	1	1	15	15	5	13	1	9	1	2	2	1	1	1	2	1	2	1	22	8	8	1	1	10	8	3	1	4	1	9	4	10	13	1
2	888	1	1	3	2	1	1	10	8	3	16	1	1	2	3	3	1	2	1	1	2	1	2	7	2	7	10	1	9	1	2	2	2	1	1	2	1	2	2	22	8	8	1	1	10	1	3	1	4	1	8	4	9	10	1
2	888	2	2	1	2	1	1	10	5	4	14	1	1	2	2	3	1	2	2	2	2	1	1	7	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	2	6	1	1	8	1	4	2	8	5	5	7	1
2	889	1	3	1	5	4	9	2	16	1	19	1	1	2	3	2	1	1	1	8	6	9	2	2	17	17	3	1	9	1	2	1	2	1	1	1	1	2	1	22	8	1	4	18	1	4	8	1	4	2	1	4	6	3	1
2	890	1	2	1	2	1	7	9	2	1	9	1	1	2	3	3	1	2	1	8	6	9	1	15	17	17	5	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	3	6	5	2	5	1	4	1	8	5	4	5	3
2	892	1	2	1	2	1	5	9	1	1	8	1	2	4	14	9	9	11	9	4	2	1	3	9	17	17	1	1	1	4	2	2	2	2	2	2	2	2	2	22	8	8	1	9	4	1	2	1	1	3	5	5	14	14	15
2	893	1	2	1	2	1	5	10	15	1	10	1	2	4	14	9	9	11	9	8	6	9	1	8	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	3	18	1	2	5	1	4	1	8	5	12	9	6
2	897	1	2	1	3	1	1	9	4	1	12	1	1	2	2	3	1	2	1	3	2	1	2	11	17	17	9	1	9	1	2	2	2	2	2	2	2	2	1	22	8	8	1	9	5	1	3	1	4	1	8	3	9	9	2
2	897	2	2	1	9	3	9	1	16	6	19	1	4	4	14	9	9	11	9	1	2	1	2	2	17	17	2	1	9	1	2	2	2	2	2	2	2	2	1	22	8	8	1	9	5	1	3	1	4	1	10	3	5	2	1
2	898	1	2	1	3	1	3	10	4	1	11	1	1	2	3	3	1	2	1	1	2	1	1	7	4	5	5	1	9	1	1	2	2	2	2	2	2	2	2	22	8	8	1	6	6	2	2	1	4	1	9	2	6	5	3
2	899	1	2	1	2	1	1	9	2	1	9	1	1	2	2	3	1	2	1	8	6	9	1	4	17	17	14	14	9	5	2	2	2	2	2	2	2	2	2	22	8	8	3	2	13	1	5	3	4	1	8	5	14	14	15
2	903	1	2	1	2	1	3	11	15	1	13	1	1	2	3	3	1	2	1	1	2	1	1	7	17	17	6	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	6	4	2	3	1	4	1	8	5	10	6	1
2	904	1	2	1	2	1	1	9	2	1	10	1	1	2	2	3	1	2	1	1	2	1	2	9	17	17	10	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	6	1	3	1	4	1	8	5	10	9	3
2	905	1	3	2	3	1	1	10	1	1	7	1	1	2	1	3	1	2	1	4	2	1	3	7	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	5	2	3	1	4	1	8	5	11	8	3
2	905	2	2	1	8	3	9	3	16	6	19	1	4	4	14	9	9	11	9	4	2	1	5	1	17	17	1	1	5	4	2	2	2	2	2	2	2	2	2	22	8	8	1	4	4	3	2	1	1	3	10	5	1	1	1
2	906	1	1	3	2	1	1	11	8	5	13	1	1	2	2	3	1	2	2	2	1	1	1	8	17	17	14	14	9	5	2	2	2	2	2	2	2	1	2	22	8	8	2	2	13	2	8	3	4	2	8	1	14	14	15
2	906	2	4	9	10	5	8	14	15	5	18	2	3	3	13	8	8	10	8	7	5	8	6	16	16	16	14	14	8	5	3	3	3	3	3	3	3	3	3	21	7	7	6	18	13	8	11	3	3	16	9	6	14	14	15
2	911	1	2	1	2	1	5	12	1	1	6	1	1	2	2	2	1	1	1	4	2	1	3	9	17	17	1	1	1	4	2	2	2	2	2	2	2	2	2	22	8	8	1	10	4	2	2	1	1	1	5	5	1	1	1
2	914	1	2	1	2	1	3	10	1	1	5	1	2	4	14	9	9	11	9	1	2	1	2	10	17	17	6	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	11	11	2	2	1	4	1	8	5	14	14	15
2	915	1	2	1	2	1	1	11	4	4	12	1	1	2	2	3	1	2	1	1	2	1	3	8	17	17	11	1	9	1	1	2	2	2	2	2	2	2	2	2	1	8	1	6	6	2	3	1	4	1	7	2	11	10	5
2	915	2	3	2	2	1	7	9	5	3	12	1	1	2	3	3	1	2	1	1	2	1	3	9	17	17	3	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	1	6	2	7	1	4	3	5	5	6	3	4
2	916	1	2	1	1	1	9	8	16	6	19	1	2	4	14	9	9	11	9	5	6	9	1	6	17	17	5	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	6	4	1	4	1	4	1	8	5	8	4	3
2	918	1	2	1	2	1	4	9	15	1	11	1	1	1	2	3	3	8	1	1	1	1	1	9	1	9	9	1	9	1	1	2	2	2	2	2	2	2	2	2	3	8	1	2	10	2	3	1	4	1	8	2	10	9	1
2	919	1	2	1	2	1	1	8	1	2	4	1	1	2	3	3	1	2	2	1	2	1	1	7	17	17	5	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	6	4	2	7	2	4	2	6	5	14	14	15
2	919	2	1	3	1	2	9	12	16	6	19	1	4	4	14	9	9	11	9	8	6	9	3	15	2	15	13	13	9	2	2	2	1	1	1	2	1	2	2	22	8	8	1	9	6	2	2	2	4	1	8	4	14	14	15
2	923	1	2	1	2	1	3	10	3	1	11	1	1	2	2	3	1	2	2	1	2	1	2	8	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	6	1	3	1	4	1	8	5	11	9	5
2	924	1	2	1	2	1	7	9	4	1	11	1	1	2	2	3	1	2	1	1	4	7	3	10	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	2	13	2	3	1	4	1	8	5	8	7	6
2	926	1	2	1	2	1	4	10	5	4	13	1	1	2	3	3	1	2	1	1	2	1	1	8	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	2	6	2	3	1	4	1	8	5	9	9	5
2	926	2	2	1	2	1	4	10	5	3	12	1	1	2	3	3	1	2	1	4	2	1	3	10	17	17	11	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	2	3	2	1	1	4	3	2	5	9	10	8
2	927	1	2	1	3	1	3	10	1	1	4	1	2	4	14	9	9	11	9	8	6	9	3	6	17	17	12	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	5	17	1	2	2	1	4	1	2	5	13	11	5
2	930	1	2	1	2	1	1	9	5	2	14	1	1	2	3	3	1	2	1	8	6	9	1	7	5	5	1	1	4	4	2	2	1	2	2	2	2	2	2	22	8	8	1	8	5	1	4	1	1	1	8	3	1	1	1
2	930	2	1	6	1	2	9	9	16	6	19	1	2	4	14	9	9	11	9	8	6	9	3	17	17	17	9	1	9	1	4	4	4	4	4	4	4	4	4	22	8	8	1	8	5	1	4	1	4	1	8	7	10	9	14
2	931	1	2	1	2	1	4	9	2	1	8	1	2	4	14	9	9	11	9	1	1	1	1	8	1	8	9	1	9	1	1	2	2	2	2	2	2	2	2	3	1	8	1	2	7	1	3	1	4	1	8	2	14	14	15
2	932	1	2	1	2	1	4	8	15	1	6	1	2	4	14	9	9	11	9	1	2	1	2	10	17	17	4	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	6	2	3	1	4	1	8	5	11	7	1
2	933	1	4	9	10	5	8	14	15	5	18	2	3	3	13	8	8	10	8	7	5	8	6	16	16	16	14	14	8	5	3	3	3	3	3	3	3	3	3	21	7	7	6	18	13	8	11	3	3	16	9	6	14	14	15
2	933	2	2	1	2	1	2	11	9	5	12	1	1	2	3	3	1	2	1	2	2	1	4	9	17	17	8	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	6	1	2	1	4	5	8	5	14	14	15
2	936	1	2	1	7	3	9	1	16	6	19	1	4	4	14	9	9	11	9	1	2	1	2	8	17	17	13	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	1	5	1	1	4	2	10	5	10	13	8
2	938	1	2	1	10	1	9	9	16	5	19	1	4	4	14	9	9	11	9	4	2	1	1	7	17	17	8	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	8	2	3	1	4	1	10	5	6	7	1
2	940	1	4	9	10	5	8	14	15	5	18	2	3	3	13	8	8	10	8	7	5	8	6	16	16	16	14	14	8	5	3	3	3	3	3	3	3	3	3	21	7	7	6	18	13	8	11	3	3	16	9	6	14	14	15
2	941	1	2	1	2	1	4	14	1	1	4	1	2	4	14	9	9	11	9	1	2	1	3	6	17	17	14	14	9	5	2	2	2	2	2	2	2	2	2	22	8	8	1	9	6	2	3	3	4	3	8	5	14	14	15
2	942	1	2	1	2	1	1	9	5	1	14	1	1	2	2	3	1	2	1	4	2	1	1	5	17	17	10	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	6	1	3	1	4	1	8	5	8	10	8
2	942	2	2	1	8	3	9	2	16	6	19	1	4	4	14	9	9	11	9	1	2	1	1	2	17	17	4	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	6	1	3	1	4	1	10	5	9	5	1
2	943	1	2	1	2	1	1	10	1	1	5	1	1	2	3	3	1	2	1	8	6	9	1	6	17	17	6	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	5	18	3	2	3	1	4	1	8	5	13	6	4
2	945	1	4	9	10	5	8	14	15	5	18	2	3	3	13	8	8	10	8	7	5	8	6	16	16	16	14	14	8	5	3	3	3	3	3	3	3	3	3	21	7	7	6	18	13	8	11	3	3	16	9	6	14	14	15
2	948	1	2	1	2	1	2	11	5	3	9	1	1	2	2	3	1	2	1	1	2	1	1	15	17	17	14	14	9	5	2	2	2	2	2	2	2	2	2	22	8	8	1	2	8	2	3	3	4	1	8	5	14	14	15
2	948	2	2	1	2	1	5	9	1	4	8	1	1	2	2	3	1	2	1	2	2	1	1	10	17	17	14	14	9	5	2	2	2	2	2	2	2	2	2	22	8	8	2	5	1	2	8	3	4	2	8	5	14	14	15
2	949	1	2	1	2	1	1	8	1	1	4	1	1	1	4	2	3	7	1	2	2	1	2	7	17	17	11	2	9	2	2	2	2	2	2	2	2	2	2	22	8	8	1	5	8	2	3	1	1	1	8	5	14	14	15
2	951	1	2	1	2	1	1	8	1	1	5	1	1	4	3	3	1	2	1	1	2	1	2	7	17	17	8	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	5	9	2	8	1	4	1	8	5	9	8	1
2	952	1	2	1	4	1	2	11	5	1	12	1	1	2	2	3	1	2	1	1	3	7	2	11	1	11	5	1	9	1	2	2	1	2	2	2	2	2	2	22	8	8	1	4	11	2	4	1	4	1	8	3	9	7	8
2	955	1	2	1	2	1	4	10	9	1	14	1	1	1	3	3	1	2	1	1	2	1	3	9	17	17	12	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	4	10	2	3	1	4	1	8	5	8	12	2
2	958	1	2	1	2	1	1	10	1	1	5	1	2	4	14	9	9	11	9	1	1	1	2	4	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	2	9	1	2	8	1	4	2	8	5	13	7	11
2	959	1	2	1	2	1	1	9	3	1	11	1	1	2	3	2	1	1	1	1	2	1	1	8	17	17	8	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	5	6	2	3	1	4	1	8	5	12	8	1
2	962	1	3	2	2	1	2	10	1	1	4	1	2	4	14	9	9	11	9	5	6	9	1	3	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	4	10	2	2	1	4	1	8	5	10	9	6
2	965	1	2	1	2	1	4	8	1	4	5	1	2	4	14	9	9	11	9	4	2	1	1	4	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	10	5	2	3	1	4	1	7	5	13	8	6
2	965	2	3	2	2	1	1	8	1	3	7	1	2	4	14	9	9	11	9	1	2	1	3	7	17	17	9	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	11	6	2	2	1	4	5	6	5	12	9	4
2	969	1	4	9	10	5	8	14	15	5	18	2	3	3	13	8	8	10	8	7	5	8	6	16	16	16	14	14	8	5	3	3	3	3	3	3	3	3	3	21	7	7	6	18	13	8	11	3	3	16	9	6	14	14	15
2	970	1	2	1	3	1	1	8	2	1	10	1	1	2	2	3	1	2	1	1	1	1	3	9	17	17	1	1	7	4	2	2	2	2	2	2	2	2	2	22	8	8	2	5	4	2	3	1	2	1	8	5	14	14	15
2	971	1	2	1	2	1	1	10	6	1	15	1	1	2	3	3	1	2	1	1	2	1	1	7	17	17	9	2	9	2	2	2	2	2	2	2	2	2	2	22	8	8	2	6	1	1	8	1	4	2	9	5	12	9	8
2	972	1	2	1	2	1	4	11	1	1	4	1	2	4	14	9	9	11	9	1	2	1	1	8	17	17	10	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	10	5	2	2	1	4	1	4	5	11	10	6
2	974	1	2	1	2	1	5	9	1	1	8	1	1	2	2	3	1	2	1	1	2	1	1	10	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	4	1	3	1	4	1	8	5	12	7	5
2	979	1	2	1	2	1	3	11	1	1	6	1	1	2	2	3	1	2	1	1	2	1	1	9	5	8	13	1	9	1	2	1	2	2	2	2	2	2	2	22	8	1	1	3	3	2	2	1	4	1	8	3	10	13	11
2	980	1	2	1	2	1	1	10	1	1	8	1	2	4	14	9	9	11	9	8	6	9	3	7	17	17	8	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	5	18	1	2	1	1	4	3	2	5	9	8	4
2	981	1	2	1	2	1	3	11	3	1	10	1	1	2	3	3	1	2	1	8	6	9	3	7	17	17	7	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	3	18	13	2	5	3	4	1	8	5	14	14	15
2	982	1	2	1	2	1	3	9	6	1	14	1	1	2	2	3	1	2	1	1	2	1	1	9	17	17	14	14	9	5	2	2	2	2	2	2	2	1	2	22	8	8	1	2	13	2	3	3	4	1	8	1	14	14	15
2	985	1	2	1	2	1	4	9	1	3	6	1	2	4	14	9	9	11	9	4	2	1	1	9	17	17	4	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	9	8	2	3	2	4	1	8	5	14	14	15
2	985	2	2	1	2	1	2	9	1	4	6	1	2	4	14	9	9	11	9	3	2	1	2	4	17	17	2	1	9	1	2	2	2	2	2	2	2	2	2	22	8	8	1	6	4	2	8	2	4	2	8	5	14	14	15
2	986	1	2	1	2	1	2	13	10	1	12	1	1	2	3	3	1	2	1	1	3	2	1	7	17	17	4	14	9	5	2	2	2	2	2	2	2	2	2	22	8	8	1	2	4	2	8	1	4	2	8	5	14	14	15
