"","recid","hholdid","i1_person_id","j1_journey_num","j2_land_use_origin","j3_area_type_origin","j4_land_use_dest","j5_area_type_dest","j6_plan_region_origin","j7_plan_region_dest","j8_purpose","j9_purpose_to","j10_purpose_from","j11_main_transport","j12_shortwalk","j13_num_stages_excl_shortwalk","j14_length_excl_shortwalk","j15_mi_exc_shortwalk","j16_freq_journey","j17_day_of_week","j18_day_of_recording_period","j19_journey_duration","j20_mins","j21_time_start","j22_time_end","j24_wait_time","j25_pct_time_wait","j26_length_inc_shortwalk","j27_mi_inc_shortwalk","j28_num_stages_inc_shortwalk","j30_why_not_vehicle","j31_mean_overall_speed"
"451",4,6138,1,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.5,"DNA",1,5,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"452",4,6138,1,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.5,"DNA",2,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"453",4,6138,1,1,"Home base",3,"Temp residence",3,6,6,"To/ from work","Work","Home","Walk",TRUE,1,"DNA",0,"5+ times a week",3,7,"Under 15 mins",10,"1430 - 1459","1430 - 1459",1,1,"Under 1 mile",0.5,1,8,1
"454",4,6138,1,2,"Temp residence",3,"Home base",3,6,6,"To/ from work","Home","Work","Private car/van/1orry",FALSE,2,"Under 1 mile",0.5,"5+ times a week",3,7,"Under 15 mins",5,"2330 - 2359","2330 - 2359",1,1,"Under 1 mile",0.7,3,8,2
"455",4,6138,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"DNA",4,1,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"456",4,6138,2,2,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"DNA",4,1,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"457",4,6138,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"DNA",5,2,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"458",4,6138,2,2,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"DNA",5,2,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"459",4,6138,2,1,"DNA",6,"DNA",6,13,13,"sport (Part)","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",6,3,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"460",4,6138,2,2,"DNA",6,"DNA",6,13,13,"Eating/drinking","DNA","DNA","Private car/van/1orry",FALSE,2,"5 to 9.9 miles",5,"DNA",6,3,"DNA",0,NA,NA,14,13,"5 to 9.9 miles",5,1,8,9
"461",4,6138,2,3,"DNA",6,"DNA",6,13,13,"Eating/drinking","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",6,3,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"462",4,6138,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"DNA",1,5,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"463",4,6138,2,2,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"DNA",1,5,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
