"","recid","hholdid","i1_person_id","j1_journey_num","j2_land_use_origin","j3_area_type_origin","j4_land_use_dest","j5_area_type_dest","j6_plan_region_origin","j7_plan_region_dest","j8_purpose","j9_purpose_to","j10_purpose_from","j11_main_transport","j12_shortwalk","j13_num_stages_excl_shortwalk","j14_length_excl_shortwalk","j15_mi_exc_shortwalk","j16_freq_journey","j17_day_of_week","j18_day_of_recording_period","j19_journey_duration","j20_mins","j21_time_start","j22_time_end","j24_wait_time","j25_pct_time_wait","j26_length_inc_shortwalk","j27_mi_inc_shortwalk","j28_num_stages_inc_shortwalk","j30_why_not_vehicle","j31_mean_overall_speed"
"464",4,6138,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"DNA",2,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"465",4,6138,2,2,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"DNA",2,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"466",4,6138,2,1,"Home base",3,"Services",3,6,6,"To/ from work","Work","Home","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"5+ times a week",3,7,"Under 15 mins",4,"0745 - 0759","0745 - 0759",1,1,"Under 1 mile",0.4,3,8,2
"467",4,6138,2,2,"Services",3,"Home base",3,6,6,"To/ from work","Home","Work","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"5+ times a week",3,7,"Under 15 mins",5,"1S00 - 1814","1S00 - 1814",1,1,"Under 1 mile",0.4,3,8,1
"468",4,6138,2,3,"Home base",3,"Recreation",3,6,6,"Shopping","Shopping","Home","Walk",TRUE,1,"DNA",0,"2-4 times a week",3,7,"Under 15 mins",2,"2100 - 2129","2100 - 2129",1,1,"Under 1 mile",0.1,1,8,1
"469",4,6138,2,4,"Recreation",3,"Home base",3,6,6,"Shopping","Home","Shopping","Walk",TRUE,1,"DNA",0,"2-4 times a week",3,7,"Under 15 mins",2,"2100 - 2129","2100 - 2129",1,1,"Under 1 mile",0.1,1,8,1
"470",4,6254,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",2,1,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"471",4,6254,2,2,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",2,1,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"472",4,6254,2,3,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",2,1,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"473",4,6254,2,4,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",2,1,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"474",4,6254,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",3,2,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"475",4,6254,2,2,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA","Private car/van/1orry",FALSE,2,"15 to 24.9 miles",20,"DNA",3,2,"DNA",0,NA,NA,14,13,"15 to 24.9 miles",20,1,8,9
"476",4,6254,2,3,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA","Private car/van/1orry",FALSE,2,"15 to 24.9 miles",20,"DNA",3,2,"DNA",0,NA,NA,14,13,"15 to 24.9 miles",20,1,8,9
"477",4,6254,2,4,"DNA",6,"DNA",6,13,13,"Escort","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",3,2,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"478",4,6254,2,5,"DNA",6,"DNA",6,13,13,"Escort","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",3,2,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"479",4,6254,2,6,"DNA",6,"DNA",6,13,13,"Escort","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",3,2,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"480",4,6254,2,7,"DNA",6,"DNA",6,13,13,"Escort","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",3,2,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"481",4,6254,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",4,3,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"482",4,6254,2,2,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",4,3,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"483",4,6254,2,3,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",4,3,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"484",4,6254,2,4,"DNA",6,"DNA",6,13,13,"Entertainment","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",4,3,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"485",4,6254,2,5,"DNA",6,"DNA",6,13,13,"Entertainment","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",4,3,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"486",4,6254,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",5,4,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"487",4,6254,2,2,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",5,4,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"488",4,6254,2,3,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",5,4,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"489",4,6254,2,4,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",5,4,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"490",4,6254,2,5,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",5,4,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"491",4,6254,2,6,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",5,4,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"492",4,6254,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",6,5,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"493",4,6254,2,2,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",6,5,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"494",4,6254,2,3,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",6,5,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"495",4,6254,2,4,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",6,5,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"496",4,6254,2,1,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",7,6,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"497",4,6254,2,2,"DNA",6,"DNA",6,13,13,"To/ from work","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",7,6,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"498",4,6254,2,1,"Home base",4,"Hospitals",1,9,9,"To/ from work","Work","Home","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"5+ times a week",1,7,"Under 15 mins",12,"0845 - 0859","0845 - 0859",1,1,"3 to 4.9 miles",4,1,8,4
"499",4,6254,2,2,"Hospitals",1,"Retai1 trade",3,9,9,"Shopping","Shopping","Work","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",3,"2-4 times a week",1,7,"Under 15 mins",7,"1600 - 1629","1600 - 1629",1,1,"3 to 4.9 miles",3,1,8,4
"500",4,6254,2,3,"Retai1 trade",3,"Home base",4,9,9,"Shopping","Home","Shopping","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",3,"2-4 times a week",1,7,"Under 15 mins",3,"1600 - 1629","1630 - 1644",1,1,"3 to 4.9 miles",3,1,8,7
"501",4,6254,2,4,"Home base",4,"Services",3,9,9,"Entertainment","Entertainment","Home","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"Weekly",1,7,"Under 15 mins",10,"1815 - 1829","1815 - 1829",1,1,"2 to 2.9 miles",2,1,8,3
"502",4,6254,2,5,"Services",3,"Home base",4,9,9,"Entertainment","Home","Entertainment","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"Weekly",1,7,"Under 15 mins",10,"1830 - 1859","1830 - 1859",1,1,"2 to 2.9 miles",2,1,8,3
"503",4,6254,3,1,"DNA",6,"DNA",6,13,13,"Educational","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.5,"DNA",2,1,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"504",4,6254,3,2,"DNA",6,"DNA",6,13,13,"Educational","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.5,"DNA",2,1,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"505",4,6254,3,1,"DNA",6,"DNA",6,13,13,"Educational","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.5,"DNA",3,2,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"506",4,6254,3,2,"DNA",6,"DNA",6,13,13,"Educational","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.5,"DNA",3,2,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"507",4,6254,3,1,"DNA",6,"DNA",6,13,13,"Educational","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.5,"DNA",4,3,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"508",4,6254,3,2,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.5,"DNA",4,3,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"509",4,6254,3,3,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Bike",FALSE,2,"1 to 1.9 miles",1,"DNA",4,3,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"510",4,6254,3,1,"DNA",6,"DNA",6,13,13,"Educational","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.5,"DNA",5,4,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"511",4,6254,3,2,"DNA",6,"DNA",6,13,13,"Educational","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.5,"DNA",5,4,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"512",4,6254,3,3,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.2,"DNA",5,4,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"513",4,6254,3,4,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.2,"DNA",5,4,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"514",4,6254,3,1,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.2,"DNA",6,5,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"515",4,6254,3,2,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"1 to 1.9 miles",1,"DNA",6,5,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"516",4,6254,3,3,"DNA",6,"DNA",6,13,13,"Entertainment","DNA","DNA","Bike",FALSE,2,"1 to 1.9 miles",1,"DNA",6,5,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"517",4,6254,3,4,"DNA",6,"DNA",6,13,13,"Entertainment","DNA","DNA","Bike",FALSE,2,"2 to 2.9 miles",2,"DNA",6,5,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"518",4,6254,3,5,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.2,"DNA",6,5,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"519",4,6254,3,6,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.2,"DNA",6,5,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"520",4,6254,3,1,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.2,"DNA",7,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"521",4,6254,3,2,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.2,"DNA",7,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"522",4,6254,3,3,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.2,"DNA",7,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"523",4,6254,3,4,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Bike",FALSE,2,"Under 1 mile",0.2,"DNA",7,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"524",4,6254,3,1,"Home base",4,"Education",4,9,9,"Educational","Educational","Home","Bike",FALSE,2,"Under 1 mile",0.5,"5+ times a week",1,7,"Under 15 mins",8,"0830 - 0844","0830 - 0844",1,1,"Under 1 mile",0.5,1,8,1
"525",4,6254,3,2,"Education",4,"Retai1 trade",4,9,9,"Shopping","Shopping","Educational","Bike",FALSE,2,"Under 1 mile",0.8,"Less frequent, Irregular",1,7,"15 to 29 mins",15,"1600 - 1629","1600 - 1629",1,1,"Under 1 mile",0.8,1,8,1
"526",4,6254,3,3,"Retai1 trade",4,"Home base",4,9,9,"Shopping","Home","Shopping","Bike",FALSE,2,"Under 1 mile",0.5,"Less frequent, Irregular",1,7,"Under 15 mins",10,"1630 - 1644","1645 - 1659",1,1,"Under 1 mile",0.5,1,8,1
"527",4,6254,4,1,"DNA",6,"DNA",6,13,13,"sport (Part)","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",13,"DNA",3,2,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",13,1,8,9
"528",4,6254,4,2,"DNA",6,"DNA",6,13,13,"sport (Part)","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",13,"DNA",3,2,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",13,1,8,9
"529",4,6254,4,3,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",3,2,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"530",4,6254,4,4,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",3,2,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"531",4,6254,4,1,"DNA",6,"DNA",6,13,13,"Entertainment","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",10,"DNA",6,5,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",10,1,8,9
"532",4,6254,4,2,"DNA",6,"DNA",6,13,13,"Entertainment","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",10,"DNA",6,5,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",10,1,8,9
"533",4,6254,4,1,"DNA",6,"DNA",6,13,13,"sport (Part)","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.5,"DNA",7,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"534",4,6254,4,2,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Walk",FALSE,2,"1 to 1.9 miles",1,"DNA",7,6,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"535",4,6254,4,3,"DNA",6,"DNA",6,13,13,"Social","DNA","DNA","Walk",FALSE,2,"1 to 1.9 miles",1,"DNA",7,6,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"536",4,6254,4,4,"DNA",6,"DNA",6,13,13,"Escort","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.5,"DNA",7,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"537",4,6254,4,5,"DNA",6,"DNA",6,13,13,"Escort","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.5,"DNA",7,6,"DNA",0,NA,NA,14,13,"Under 1 mile",0.5,1,8,9
"538",4,6254,4,1,"Home base",4,"Education",4,9,9,"Educational","Educational","Home","Walk",TRUE,1,"DNA",0,"5+ times a week",1,7,"Under 15 mins",12,"0830 - 0844","0845 - 0859",1,1,"Under 1 mile",0.5,1,8,1
"539",4,6254,4,2,"Education",4,"Education",1,9,9,"sport (Part)","Sport (Part)","Educational","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",10,"Less frequent, Irregular",1,7,"15 to 29 mins",25,"1330 - 1359","1400 - 1429",1,1,"10 to 14.9 miles",10,1,8,4
"540",4,6254,4,3,"Education",1,"Education",4,9,9,"sport (Part)","Sport (Part)","Sport (Part)","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",10,"Less frequent, Irregular",1,7,"15 to 29 mins",20,"1530 - 1559","1530 - 1559",1,1,"10 to 14.9 miles",10,1,8,5
"541",4,6254,4,4,"Education",4,"Home base",4,9,9,"Educational","Home","Sport (Part)","Walk",TRUE,1,"DNA",0,"5+ times a week",1,7,"Under 15 mins",10,"1600 - 1629","1600 - 1629",1,1,"Under 1 mile",0.5,1,8,1
"542",4,6698,1,1,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"25 to 29.9 miles",25,"DNA",5,1,"DNA",0,NA,NA,14,13,"25 to 29.9 miles",25,1,8,9
"543",4,6698,1,2,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"25 to 29.9 miles",25,"DNA",5,1,"DNA",0,NA,NA,14,13,"25 to 29.9 miles",25,1,8,9
"544",4,6698,1,3,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",5,1,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"545",4,6698,1,4,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",5,1,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"546",4,6698,1,5,"DNA",6,"DNA",6,13,13,"Eating/drinking","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",5,1,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"547",4,6698,1,6,"DNA",6,"DNA",6,13,13,"Eating/drinking","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",5,1,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"548",4,6698,1,1,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",6,2,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"549",4,6698,1,2,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA","Private car/van/1orry",FALSE,2,"Under 1 mile",0.2,"DNA",6,2,"DNA",0,NA,NA,14,13,"Under 1 mile",0.2,1,8,9
"550",4,6698,1,3,"DNA",6,"DNA",6,13,13,"Shopping","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",6,2,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"551",4,6698,1,4,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",6,2,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"552",4,6698,1,5,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",6,2,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"553",4,6698,1,6,"DNA",6,"DNA",6,13,13,"Eating/drinking","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",6,2,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"554",4,6698,1,7,"DNA",6,"DNA",6,13,13,"Eating/drinking","DNA","DNA","Private car/van/1orry",FALSE,2,"3 to 4.9 miles",4,"DNA",6,2,"DNA",0,NA,NA,14,13,"3 to 4.9 miles",4,1,8,9
"555",4,6698,1,1,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",10,"DNA",7,3,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",10,1,8,9
"556",4,6698,1,2,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",10,"DNA",7,3,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",10,1,8,9
"557",4,6698,1,3,"DNA",6,"DNA",6,13,13,"Escort","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",7,3,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"558",4,6698,1,4,"DNA",6,"DNA",6,13,13,"Escort","DNA","DNA","Private car/van/1orry",FALSE,2,"2 to 2.9 miles",2,"DNA",7,3,"DNA",0,NA,NA,14,13,"2 to 2.9 miles",2,1,8,9
"559",4,6698,1,1,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",14,"DNA",1,4,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",14,1,8,9
"560",4,6698,1,2,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",14,"DNA",1,4,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",14,1,8,9
"561",4,6698,1,3,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",1,4,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"562",4,6698,1,4,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA","Private car/van/1orry",FALSE,2,"1 to 1.9 miles",1,"DNA",1,4,"DNA",0,NA,NA,14,13,"1 to 1.9 miles",1,1,8,9
"563",4,6698,1,1,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",12,"DNA",2,5,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",12,1,8,9
"564",4,6698,1,2,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",12,"DNA",2,5,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",12,1,8,9
"565",4,6698,1,1,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",10,"DNA",3,6,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",10,1,8,9
"566",4,6698,1,2,"DNA",6,"DNA",6,13,13,"In, course work","DNA","DNA","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",10,"DNA",3,6,"DNA",0,NA,NA,14,13,"10 to 14.9 miles",10,1,8,9
"567",4,6698,1,1,"Home base",4,"Retai1 trade",2,4,4,"In, course work","In course work","Home","Private car/van/1orry",FALSE,2,"50 to 99.9 miles",50,"5+ times a week",4,7,"4 <5hrs",270,"0830 - 0844","1300 - 1329",1,1,"50 to 99.9 miles",50,1,8,3
"568",4,6698,1,2,"Retai1 trade",2,"Recreation",2,4,4,"Eating/drinking","Eating/drinking","In course work","Walk",TRUE,1,"DNA",0,"Weekly",4,7,"Under 15 mins",1,"1300 - 1329","1300 - 1329",1,1,"Under 1 mile",0.1,1,8,2
"569",4,6698,1,3,"Recreation",2,"Retai1 trade",2,4,4,"In, course work","In course work","Eating/drinking","Private car/van/1orry",FALSE,2,"25 to 29.9 miles",26,"5+ times a week",4,7,"3 <4hrs",180,"1400 - 1429","1700 - 1714",1,1,"25 to 29.9 miles",26,1,8,2
"570",4,6698,1,4,"Retai1 trade",2,"Traneport interchange",1,4,4,"In, course work","In course work","In course work","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",12,"Weekly",4,7,"30 to 44 mins",30,"1700 - 1714","1730 - 1744",1,1,"10 to 14.9 miles",12,1,8,4
"571",4,6698,1,5,"Traneport interchange",1,"Home base",4,4,4,"In, course work","Home","In course work","Private car/van/1orry",FALSE,2,"10 to 14.9 miles",12,"Weekly",4,7,"30 to 44 mins",30,"2300 - 2329","2330 - 2359",1,1,"10 to 14.9 miles",12,1,8,4
"572",4,6698,2,1,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA",NA,NA,8,"DK/ NA",0,"DNA",5,1,"DNA",0,NA,NA,14,13,"DK/ NA",0,1,8,9
"573",4,6698,2,2,"DNA",6,"DNA",6,13,13,"Personal business","DNA","DNA",NA,NA,8,"DK/ NA",0,"DNA",5,1,"DNA",0,NA,NA,14,13,"DK/ NA",0,1,8,9
"574",4,6698,2,3,"DNA",6,"DNA",6,13,13,"Entertainment","DNA","DNA","Long distance bus",FALSE,2,"30 to 49.9 miles",30,"DNA",5,1,"DNA",0,NA,NA,14,13,"30 to 49.9 miles",30,1,8,9
